# arma0,arma1,arma2,arma3,arma4,arma5,arma6,arma7,arma8,arma9,arma10,arma11,arma12,arma13,arma14,arma15,arma16
-2.751047383976989447e-01,-3.282821090774247219e-01,-1.720551279444427761e+00,-1.447510528252547779e+00,-1.330337110922716670e+00,6.943113042893978015e-02,-1.772009676007970172e-02,1.027491868822725030e+00,-4.092146072808362511e-01,1.170959734709244859e+00,-1.041878942650783735e+00,2.263150954369723689e-01,-3.783577244399505268e-01,-4.903972465413829696e+00,-1.051388631266280127e-01,1.054035957218436348e+00,7.701026903002742285e-01
1.137044165009330143e+00,-1.036922142200438213e+00,3.527121243072212309e+00,1.714355370913102528e+00,2.336795838011842541e+00,1.077508924474846752e-01,1.301623834249849399e+00,-4.215562831904199892e-01,-3.355632452169634572e-01,2.104108292405459935e+00,-7.482614659373326704e-01,-2.564774963220518011e-01,1.971697235363004896e+00,-5.006854563207387088e+00,-3.245045859115880393e-01,-1.520327082698601950e+00,1.148217703481638541e+00
-4.233483795499396601e-02,1.039279976505769421e+00,-3.164734925447844738e+00,-5.827488540975553910e-01,-3.067440829621220111e+00,-5.610759737335435648e-03,-5.086311375257357437e-01,5.331772206418597948e-01,1.610511200313494706e+00,2.063878328227624959e+00,1.389968286490558480e+00,-1.226014315021614953e+00,8.672996891315676304e-01,-5.054358079758044298e+00,-5.104018247259053398e-01,-6.024575820232581647e-01,1.488437305496338237e+00
-8.408542067347118953e-01,1.813621875712329912e+00,2.451413881547210849e+00,6.745291049373928205e-01,3.093121023634993083e+00,9.873529768455788780e-01,-1.741877741546507430e+00,-1.919091731440500936e-01,-2.009964416425932487e+00,-1.898561989287791407e-01,1.915735557309172332e+00,8.993958207130152704e-01,-1.290370390782695331e+00,-4.228482102620131577e+00,-3.713857065466688590e-01,4.757118914260330955e-01,8.950646216098186170e-02
1.239482127854307336e+00,-4.030373958673227341e-01,-2.648742791110971773e+00,-3.823131115906845956e-01,-3.368176800192521636e+00,-3.828553290067125969e-01,-1.203827408418935319e+00,-2.508916195686619055e-01,1.001400047608540511e+00,-1.267880025047304571e+00,-5.597156517135722931e-01,1.022875445143545781e+00,6.075485799107795959e-01,-3.547315510502619063e+00,4.752912696759493127e-01,2.529612527247230069e+00,9.834205987115510750e-01
2.180401900304795859e-01,5.133294437167809088e-01,3.919374073937196279e+00,-3.029807345290455034e-01,4.830502278199389821e+00,6.832727728038632264e-01,-2.157701317820594156e+00,1.038126539615703975e-01,-1.173103204402516475e+00,-7.996068648801880618e-01,-9.239679572871442037e-01,-8.484541334116301181e-01,-5.364014105453718262e-01,-3.972885820591245398e+00,4.751063297649126271e-01,1.293147235320768473e+00,-6.559666895094541372e-01
1.220212337785355539e+00,-2.379745515447169169e-01,-1.712425457833578912e+00,1.211495386835430565e+00,-5.823204053862288454e+00,1.624227903583008947e+00,1.291926204645825083e+00,5.428335821823601082e-01,1.911167199116434512e+00,-1.111766596449179190e+00,-2.138830838558264169e+00,1.006351288184326398e+00,9.702428194582701781e-01,-4.758285560106618739e+00,1.113851810981270285e+00,1.169168137084499293e+00,5.516909408587088448e-01
-1.191314340026454088e+00,1.616745517409260202e+00,1.453858139011331874e+00,-1.256935549556400744e+00,5.018202531622434570e+00,-1.619392448797121187e-01,2.583022634945302820e-01,-1.984100482835967627e+00,-5.218605772783029284e-01,-8.370625907906167340e-01,-3.203307306464010296e+00,-1.057471091967745025e+00,-9.727785238955916070e-02,-3.531543713702482101e+00,1.533387710013410787e+00,5.034129786967409537e-01,1.428442504758907550e+00
6.112669945414542783e-01,-1.106381116533966980e+00,-1.019234641141162356e+00,-5.278303002724693549e-01,-3.479168436184584934e+00,-1.314597123951920743e+00,1.447054605286222984e+00,1.065736591411781564e+00,-6.707463986028813774e-02,-1.120696543598147299e+00,-2.700814754197750744e+00,9.370954216418807547e-01,-1.243000601047548503e+00,-2.681318366883132409e+00,2.700128896704499848e+00,7.983648400276760482e-01,5.089520057987820811e-01
3.015163794319342117e-01,-1.444442397717609489e-02,1.103104927393777190e+00,1.726760877732203436e+00,3.079159021410585950e+00,-6.891491167616204949e-01,-1.315835109748617393e+00,-2.606920259010243601e-01,1.123274441737153184e-01,-4.458670610250683453e-01,-2.373634305653372412e+00,1.714306309491707259e+00,-4.842375701574183067e-01,-1.726922890861529059e+00,8.907377529723927712e-01,-1.195172656240734987e+00,1.918163262711157113e+00
-9.027310786539489706e-01,-6.737335079014373784e-01,-1.852821735827751448e+00,-2.039686195845995087e+00,-2.055424698523978577e+00,3.669384635574311493e-01,8.340957093547857193e-01,2.455811984954886729e+00,-1.696514941039845847e-01,-1.919611649635695194e-01,-1.103465203781807347e+00,4.893653141503139792e-01,-5.518284741232114543e-01,-1.214559796864893571e+00,2.517734118591882009e+00,-2.089819100915102368e-02,4.335511138932208741e-01
-8.275726864281627293e-01,-1.591092319053725446e-01,2.136731012781059924e+00,2.265362468748061797e+00,1.592488662226778651e+00,-3.572459618383820867e-01,1.376343153045855860e+00,-3.772271482735545245e-01,1.694793337330738614e-01,-9.474787255135035391e-01,-1.281961626683556066e+00,2.011570040522802083e-01,8.088689393219747892e-01,-1.112111637713502077e+00,2.920398054207244964e+00,9.144112988012184084e-01,6.690345087765940946e-01
8.231723107895787261e-02,1.826754184794967262e-01,-2.811848826514935062e+00,-2.290017797890962825e+00,-2.150955841383656253e+00,-4.110194672429092755e-01,-1.139323044471864277e+00,-1.570408060787545357e-02,-1.652558003918638496e+00,-1.669086799523062048e+00,9.368497631650669621e-01,-4.436034664735316047e-01,-1.365225663302459536e-01,1.431876466088093824e+00,3.809839002723887980e+00,4.493679593687244234e-02,1.590383122206271982e-01
-1.018998018563112673e+00,1.475598327005633037e-01,1.922102163194479241e+00,3.557419027595151384e+00,3.396498184171234502e+00,-7.460868615048877883e-01,-1.881360960216997003e-01,-1.005271143806957923e+00,7.445561822516160166e-01,-2.081595655747669138e+00,9.576448396830192777e-01,7.963478208804610770e-01,8.340566909877857871e-01,2.766780349400661088e+00,4.496712443014390104e+00,1.523314422474597585e+00,-8.472016340614110241e-01
-3.689390518832078025e-01,2.166743434211666930e+00,-4.423910088054010536e-01,-4.537568292353538979e+00,-4.689763464789364455e+00,-1.182942398777000026e+00,-1.124970673588369108e+00,4.062852027432846125e-01,3.360773763088412691e-01,-6.146878796358969943e-01,9.983644582167185977e-01,2.544005009487817937e+00,-2.393045119832102774e+00,1.933524571569332551e+00,5.970243153983066264e+00,2.249228570245441539e+00,6.460688459370976799e-01
-1.583246271663701465e+00,2.166821172649865956e-01,9.868649170221746036e-01,3.626187253025869861e+00,4.999401105887681496e+00,-5.834702431992999649e-02,7.882940816953097896e-01,-1.225553937229300727e+00,7.833331018221814102e-01,-6.743288220584052750e-01,-2.591398385628793655e-01,2.393827711684591297e-01,6.656148457493745729e-01,3.094840858944012396e-01,8.147434695964673068e+00,1.195221716571380322e+00,-4.390743455750992785e-01
5.677487287369573643e-01,-2.748534854688440277e-01,-1.338194564298370803e+00,-1.911805134469471312e+00,-5.500456129437763408e+00,-1.200373321025273832e+00,-2.614677512539396176e-01,1.121968554306658206e-01,-2.837168558561129927e+00,-9.955588652030448182e-01,-9.850692110728813677e-01,-6.218244037510085587e-01,4.594265176830180653e-01,-1.908269303581269005e+00,6.901136877279273385e+00,3.028031742119257075e+00,4.056809062124889786e-01
3.460849231372842283e-01,1.545073453488884807e+00,-8.226465896817567458e-01,1.336732499927841156e+00,4.281219020087818627e+00,-6.305649112401747747e-01,-3.311188145896137858e-01,-6.578720836390088422e-01,4.220316979504921129e+00,-9.291976993559371012e-01,1.697663167044694554e-01,-2.025763506043100903e-01,1.584509277045248465e-02,-3.322309376764259525e+00,7.325860027365285632e+00,8.108478986568627978e-01,-1.048137273182838447e+00
4.487804094596308246e-01,8.974242570068600156e-01,9.443920595338476387e-01,-3.322335887847088554e+00,-1.369979039383479202e+00,1.375726212933818360e+00,-3.203044007191112041e-01,-1.234260294758523280e+00,-3.795360634786789866e+00,-1.407437823166983293e+00,-7.255970657770141052e-01,-1.152688850659439046e+00,-9.632074324741700666e-01,-4.128114553039748280e+00,4.976945828806987215e+00,-7.399306012776949437e-01,-2.513006345815551601e+00
2.077944893694615214e+00,-2.706329171218347929e-01,-2.369873385457341719e-01,1.625957002161345866e+00,1.208750413252959399e+00,1.597407448405143982e-01,8.909124876751017830e-01,7.069044176621308573e-01,2.773685690392202918e+00,-5.474113204837678381e-01,7.498244689295076038e-01,4.662392095428525285e-01,1.633570726439504961e+00,-4.031184736475781349e+00,2.305470324961780282e+00,-6.088081504655098314e-02,-1.102885950910713841e+00
-1.966072247193028533e+00,-5.076175993210013671e-01,-5.279828551153753491e-02,-2.952556930449848238e+00,-1.527104098936781229e+00,6.219067445716939257e-01,-6.579697857363780988e-02,-9.029934161076104138e-01,1.087367129314920078e-02,-2.361482539123324620e-02,2.283476430103592136e+00,4.349526854536294729e-01,-2.069317902352585392e-01,-4.391632994110211463e+00,3.775170911676946073e-01,-1.920225968819598839e+00,1.058438109888892127e-03
4.999630886307530886e-02,-1.918774612968372706e+00,6.904889977630531694e-01,3.293808305845102424e+00,1.679146865840736691e+00,1.103033291525437942e+00,4.094826294223270491e-01,-4.063427930126195520e-02,1.687072330051389679e+00,-5.560409173474506472e-02,4.926491700566374421e-01,1.886148601482316778e+00,1.123782502662548533e+00,-5.057000617865771375e+00,1.301113503827497908e+00,-1.539373216180982551e+00,-5.115082011817269070e-01
1.433045873108806711e+00,-5.274693025603837543e-02,-3.739343438318734059e-01,-1.858565628873392495e+00,-2.794199707547717626e+00,1.570916504491791377e-02,1.674442822230619798e+00,3.649257903425177085e-01,-3.734722473868916204e+00,8.902960505726665863e-01,1.110726684572236056e-01,-1.010266860149632295e+00,-1.342792958258325342e+00,-4.321975400429597158e+00,1.939298907217174683e+00,-1.368259346234438789e+00,-9.911186389552121279e-01
6.660703676327626166e-01,7.982033435271702615e-01,-4.466480284280379132e-01,2.479150518758403976e+00,1.732767950017868763e+00,3.913553231424224954e-01,1.657918109227063397e+00,-4.744646662168943152e-01,1.489842908234954466e+00,-3.085935381635390717e-01,2.901994114727238561e+00,-2.524809501509948984e+00,3.935529824123198406e-01,-2.945052825731232282e+00,1.197236749249832588e+00,-2.653742376833866379e-01,-7.332191149228388660e-01
6.409507601239678998e-01,-6.347613241934616513e-01,4.465868047961140119e-01,-3.179021095582814649e+00,-8.952669643801270949e-01,3.024512471168209204e-01,7.699334603132133859e-02,3.893295600476162632e-01,-1.585093608794729825e+00,-1.886173458272041970e+00,1.401333177704119803e+00,5.023004547422275090e-01,1.142315384015264446e+00,-2.417231588861151970e+00,1.278580001802155364e+00,-9.036602178797810137e-01,9.063979821192159614e-01
-8.203747625227381102e-01,1.556120882217438162e+00,-1.955303023237392468e-01,2.220489320708911585e+00,3.041664918306761223e+00,3.722383374641262677e-01,-9.016023459430118348e-02,-1.145008712820686725e+00,2.875268025528289861e+00,3.735160916496527150e-01,1.559106869347905988e-01,7.761283720490310678e-01,-1.469833691304857748e+00,-3.526563850215194584e+00,9.081079491347855415e-01,-1.013454474991067222e+00,-2.218890560632489795e+00
-1.103569981102295650e+00,8.493436669266495320e-01,2.214777293347161558e-02,-1.580062266202223231e+00,-4.022033925375159136e+00,1.512343565592713102e+00,-2.049064088225064140e+00,2.751202333183979221e+00,-1.579216234098684168e+00,1.396897916319638222e+00,6.826440459223118151e-02,6.095802103398478833e-01,-2.022466811586351110e+00,-4.082466574404193693e+00,9.580416416453236828e-01,3.276130813831112931e-01,-3.378585661845278643e-01
1.862134881987351220e-01,7.995124047630611797e-01,-4.491959942827347674e-01,1.087915193497746236e+00,3.995255368787829831e+00,1.916998690613502143e+00,1.473941073561561454e+00,-1.922892319597304889e+00,1.164864648947354503e-01,1.640009014338515314e+00,1.572758740853180681e-01,2.007074337666496511e-02,1.482242503272214407e+00,-4.638471969286146468e+00,1.890500450542460964e+00,3.867514669201965183e-01,4.984271287922419358e-01
2.091897566772538686e-01,4.646044154341381627e-01,7.793044821391897914e-01,-1.481766509200431736e-01,-4.066126314468866632e+00,5.930922556394735423e-02,6.650782320419065252e-01,1.237271857360476179e+00,1.047018379229239349e+00,2.728137428180080093e+00,-2.215852885841415709e+00,-4.115710410279101450e-01,1.398724356014292347e+00,-5.604039560350750016e+00,8.373511727902938073e-01,1.497192433473938933e-01,-1.180545434041134323e+00
-1.282346337108781986e+00,-2.670730764850302030e-01,1.008021144406937575e-01,1.631749707740827837e+00,3.099973839474464476e+00,-2.527096038852907345e-01,-9.035480530504844676e-01,-2.862796947822901394e+00,-1.425854391077452377e-02,3.165299821791918156e+00,-1.857063000022620258e+00,-9.078315575904263857e-02,-6.800780101376575626e-01,-4.617077207685248652e+00,-7.346254717261355704e-01,1.743541309607363310e+00,1.278758701901111738e+00
1.064134579608631226e+00,6.475399894977508508e-02,1.005557919684602952e+00,-1.736698100905631925e+00,-1.732796664884413751e+00,3.505883223496897294e-02,1.931412494863743445e+00,7.242564398940540826e-01,-1.282133644065424072e+00,1.812342287688452291e+00,-2.419959871946550933e-01,-3.560903648182738301e-01,2.075221283822434870e+00,-3.215699372781588572e+00,-1.617732296464267527e+00,9.743518119672250899e-01,7.135617509345868470e-01
-4.256202459639388813e-01,-1.708316494626018978e+00,-4.672959584488658447e-01,-1.532106110808931554e+00,1.538222234994393256e+00,7.705482355371400249e-01,1.246354514899960853e+00,-1.300527362229041417e+00,-5.296149423352143337e-01,8.404442350824794516e-01,2.383083369496259429e-01,4.570387743621960319e-01,-1.461694630301857201e+00,-3.097311824916209488e+00,-3.228299546159063560e+00,1.031799508012844147e+00,8.461558739082780667e-01
-1.215340149409802201e-01,1.153427582598956613e+00,-3.803208002326491366e-02,3.446345475508623579e+00,-3.319570508367117423e+00,6.774300074941549399e-01,2.043275701518867837e+00,2.211617410148838392e-01,1.132196628501849656e+00,6.845436821780648273e-01,-1.284979388879533335e+00,3.140702525711325938e-02,6.392698348998075986e-01,-3.183131403076403743e+00,-4.862212626459511355e+00,1.717898896880804660e+00,1.264925134915087623e+00
9.794017695355727859e-01,5.714598664147518825e-01,-2.198585280123342311e+00,-3.096157780576295870e+00,4.070365032498894031e+00,-1.233210518733234506e+00,9.862108416583024173e-01,1.001765002554447337e+00,-7.099464069645546882e-01,9.934578137887056792e-01,2.835521593578895772e-01,6.530571429251805782e-01,-1.072713791235574643e+00,-3.509681866507431192e+00,-5.335355796206117773e+00,2.095546798420173662e+00,7.003608895572395188e-01
-4.254694348363401157e-02,-1.353402347317193666e+00,1.048613411165773890e+00,1.799458410376522544e+00,-1.743461395391050495e+00,-1.914432651346448910e+00,-2.617138447994813433e-01,1.012194359182021053e+00,3.115837565964969524e-01,1.184337423523023292e+00,8.999933436903925221e-01,9.101055604577612534e-01,3.291524218886193731e-01,-4.241689278121115514e+00,-4.803443445495733322e+00,5.626723514257823133e-01,-7.634184676271602021e-02
2.020508691201206852e-01,-3.082804542200445197e-01,-1.347712228347806018e+00,-6.234134137032670830e-01,-1.649853692509281933e+00,-1.057237972124017489e+00,-8.146754441587154005e-01,-1.214742739937606730e+00,-5.558073783914804777e-02,9.973708914326645525e-01,2.035133802288698668e+00,-8.756469599518800218e-01,-1.951867901490861090e+00,-4.585497454426017860e+00,-4.348603475565437471e+00,1.564819380478084998e+00,-1.994772087888019740e+00
1.354127564999480615e+00,-2.705997353924139426e-01,1.318360768144383188e+00,7.654723808393733009e-01,2.351864066654186569e+00,2.083203630952847440e+00,1.309000518618596676e+00,4.207726515927217026e-01,-1.990465032947628110e-01,-6.455726903360385904e-01,9.847046303872921680e-01,1.275146920168980458e+00,8.240980444485498380e-01,-4.833774707083107636e+00,-5.357977824556999558e+00,2.224831359209769488e+00,1.763539602254892147e-01
1.480305108712023088e-01,4.042289112706051735e-01,-1.553073965458152905e+00,1.625111594989303576e-02,-3.327896563307152888e+00,1.977444826054591820e+00,-2.647897330758656187e-01,8.552100399592290625e-01,2.829873484885635504e-01,-6.232848049848925820e-01,-8.720984355287986212e-02,-2.826180328219219384e-01,1.889527706543810748e+00,-5.195936708182286701e+00,-5.177050279358355489e+00,5.498680573681542505e-01,-1.031458504951713179e-01
9.625822980050290356e-01,-5.621227668958304058e-01,3.519031315556255368e+00,-1.786421580936603748e+00,7.980866910756132526e+00,4.938745913439104851e-01,1.750960267140086180e-01,3.472114371953616274e-01,7.836926785040145838e-01,-1.197509538128250783e-01,-1.286940221033162857e+00,-5.985118765689840803e-01,-4.901497195107912264e-01,-5.554662576243564409e+00,-3.957507808995103904e+00,-8.018822608230753435e-01,1.516388595023307806e+00
-9.211247191386484623e-01,-1.673680029001235470e-01,-1.526342540872753784e+00,1.401557395135383688e+00,-1.002556769556465355e+01,1.348636783657219951e+00,4.421068443642227619e-01,2.136990383237915569e-01,-1.622508597480295744e+00,-1.937316354265212759e-01,-4.982100706327732831e-01,1.042387342554932372e+00,6.037823876225723030e-01,-4.436578653432878383e+00,-2.925293133173970883e+00,-3.750966698415248435e-01,-4.381453435569880872e-01
-1.893131238156735785e+00,4.011385950790833377e-01,1.703990695693901047e+00,-3.214373867586611810e-01,8.940153824619057943e+00,1.660064041587558936e-01,-2.099066248323083084e+00,-1.143908030615999438e+00,-2.871191053720436592e-01,-2.193932414285210797e+00,1.205995712569587930e+00,-4.785999190998113106e-01,-2.536193857890675307e+00,-4.454910839428775304e+00,-3.130766717864528648e+00,4.567516574237415750e-01,-9.721869436603942927e-02
2.243760823135554805e+00,-1.224780645886722308e+00,-2.615141697372029839e-01,-5.771449593225021213e-02,-5.525494720322539521e+00,-1.113429711427528668e+00,-1.626177017326720708e+00,-1.025867262839547545e+00,-4.252529843550636457e-01,-3.136609745793951909e+00,9.361119050390442897e-02,-1.387764833196988956e+00,8.392360568191705728e-01,-6.277398547156225916e+00,-1.544630436205696622e+00,-5.178408508269325417e-01,1.270714558356735191e+00
1.973152509513631081e+00,-2.493379022107769516e-02,-9.637114210383820323e-01,-3.358216378010918102e-01,2.615147311495878757e+00,-1.943383561080662902e+00,-1.217318160434176066e+00,-1.090871892682802047e-01,2.134872924504602754e+00,-2.850075588833847373e+00,2.477972948007940435e-01,5.778068397001104861e-01,-4.949348758171531193e-01,-5.030413329972938996e+00,-1.307184904274353299e+00,1.333553969112170723e+00,-3.858133163801676924e-01
1.303051809892312063e+00,5.086194935307887244e-01,1.532828446975122771e+00,5.260902086282012169e-01,-2.594376114662152677e+00,-2.952153579691128904e+00,-2.133847110903175803e+00,2.054518953572358253e+00,-2.610594030067467930e+00,-3.107742554253988487e+00,2.270627947650296186e+00,1.279741769477794888e-01,9.251799527181953087e-01,-2.263424808414718381e+00,-1.965034907307540823e+00,7.760391083541701152e-01,4.805560477259816776e-02
-2.771455165196324861e-03,1.440945933777182608e+00,-2.287083487752440414e-01,-5.416185274356836166e-01,2.610153079271177123e+00,-3.338286473048214020e+00,-8.032955540006155026e-02,1.677205802355707931e-02,1.775851597167579232e+00,-2.350233643965446539e+00,1.066451240774188847e-01,-9.746678232252963259e-01,-8.917977973368313993e-01,-1.744536752518753842e+00,-1.811739821752685664e+00,1.169350708821273566e+00,-6.646922758486495386e-02
6.783471156112783618e-01,8.440964824393949462e-01,1.142567723472159846e-02,1.054401950218992745e+00,-3.177062887159286309e+00,-1.364619602489082428e+00,-6.467916248544369751e-01,1.582134804160557628e+00,-2.111659688465641782e+00,-4.127810948439151417e+00,3.997560737067351599e-02,-1.803494926797681863e+00,4.222386474228090880e-01,-2.395382435303546664e+00,-1.218697534926139081e+00,2.066055880795919286e+00,9.461230689589389398e-01
-5.386285113877025132e-01,-2.081670474507207602e-01,6.318662016165456086e-01,-1.916018600100341862e+00,2.965231529791094722e+00,-9.103759705183828155e-02,-6.239962867688801929e-01,-9.221003147989846882e-01,3.775901448293672580e+00,-3.442831339710846983e+00,-1.585200915687448697e+00,-3.959824690962396865e-01,-7.302210442382360833e-01,-1.712626756204767675e+00,-1.575675843418556932e+00,2.090595730412821762e+00,-4.446020559339699529e-01
-2.838510715623279723e-01,1.015639804166076576e+00,-1.392079952549656996e+00,2.476565091012107978e+00,-1.051212860554624928e+00,-6.655826412182985763e-01,1.973497532348163164e+00,-2.121134130805335083e+00,-3.814682004786815295e+00,-2.323264545715820750e-01,-3.587672540345946404e-01,-7.795999129734121347e-01,-8.272357005896313620e-02,-2.541185752611295090e+00,-3.318512886296355990e+00,1.870720627132648861e+00,1.404576270938006965e+00
