random,persistent,antipersistent
6.627407365695042740e-01,1.530180063777280552e-01,2.848044783559162130e-01
6.421220127600533178e-01,1.526662094574482709e-01,3.649107154590826019e-01
6.252476857129722898e-01,1.536998751509460470e-01,2.993519128929293949e-01
6.515294506695807897e-01,1.590628528199982128e-01,1.972440756397457473e-01
6.137587455754357491e-01,1.604188597848438813e-01,3.439878356215578248e-01
6.686583262078299450e-01,1.562071784383576578e-01,1.306963213821004111e-01
6.311248150927802891e-01,1.552297202539692500e-01,2.765185540519188301e-01
6.492401871215790488e-01,1.583172983721327365e-01,3.468989665528053323e-01
6.520266206291485123e-01,1.570924783264821545e-01,3.577245979203128590e-01
6.395121890399876330e-01,1.584345448392469324e-01,4.063446790347982063e-01
6.564660471089456273e-01,1.551070201274677984e-01,4.722124692451148964e-01
6.790265215178696856e-01,1.581377101998203971e-01,5.598626424014572223e-01
6.603888008238946172e-01,1.595008197706631603e-01,6.322724426767680761e-01
6.925312085254143879e-01,1.627100227707737878e-01,5.073952991542214352e-01
7.098863943127253773e-01,1.626842836971309214e-01,4.399683021928196824e-01
7.241475568871461599e-01,1.579704029807897925e-01,4.953746445596403647e-01
7.093114034085675756e-01,1.603447009696902237e-01,4.377343929496337882e-01
7.130852334678243754e-01,1.604112022543267568e-01,4.523961794068205311e-01
7.237761826471003079e-01,1.603391824821863987e-01,4.108605481171465068e-01
7.405045726962963260e-01,1.587952940091097442e-01,3.458687284478370039e-01
7.656017500308400781e-01,1.606948747689176948e-01,2.483631574551435350e-01
7.440287056009439182e-01,1.618581286098010885e-01,3.321770456525435788e-01
7.493172236286193000e-01,1.600572507727765215e-01,3.116305131433325104e-01
6.846845444592841723e-01,1.583921000277077606e-01,5.627362930160139110e-01
6.906463105121304347e-01,1.590008883515636184e-01,5.858984755737913774e-01
7.254714197889557958e-01,1.558359299779679963e-01,7.211982393542407666e-01
7.193827619901949078e-01,1.582268033086753900e-01,6.975430670082193307e-01
6.762284668623173012e-01,1.547144878589091777e-01,5.298834082688548275e-01
6.390597002661485559e-01,1.562804441313706827e-01,6.742885643445266641e-01
6.111569996644766745e-01,1.578537704592382351e-01,5.658831959583587867e-01
6.137092294641519619e-01,1.594558309537953411e-01,5.559674743373703709e-01
6.044517700390498183e-01,1.600019067192604838e-01,5.200011242114589427e-01
6.201418992303165956e-01,1.589464963867890934e-01,4.590430736167461778e-01
6.326789289365243318e-01,1.548742074728872153e-01,4.103351960829010325e-01
6.290176584863789166e-01,1.564494338142178864e-01,4.245596748376784246e-01
6.004432814533584573e-01,1.592171541335919149e-01,3.135447622351245078e-01
5.994177078429158145e-01,1.600566027230247435e-01,3.095602846523164975e-01
5.583256610965506850e-01,1.598366257669901758e-01,1.499127104309727343e-01
5.969120294453925668e-01,1.611778394301785489e-01,0.000000000000000000e+00
6.244018325939496572e-01,1.647667957968051711e-01,1.068012118154615664e-01
6.281135973393883187e-01,1.705653456540164037e-01,1.212218670178457636e-01
6.214421071255743501e-01,1.707651449166638913e-01,1.471414138257950421e-01
6.391732307737439944e-01,1.718688802612884925e-01,2.160289748694509959e-01
6.439196841306088492e-01,1.695780060342915174e-01,1.975884292024176203e-01
6.568524364728037801e-01,1.707769951701892663e-01,2.478337370640774917e-01
6.394669629841553959e-01,1.711279983695755957e-01,3.153784054103362378e-01
7.129798633124071472e-01,1.722685000944702005e-01,6.009849190946155995e-01
6.843902633563891946e-01,1.751974902868488337e-01,4.899108635940670475e-01
7.280096339310488940e-01,1.737924909687207087e-01,6.593773967236750133e-01
7.499732800314348191e-01,1.739381435620052097e-01,7.447088196782358782e-01
7.338486518966227390e-01,1.748447439052890351e-01,6.820626881084652648e-01
7.243837432858205583e-01,1.759213354935019180e-01,6.452903727923646748e-01
7.420286385479951674e-01,1.785858015698119916e-01,5.767378194629289023e-01
7.545428042257634749e-01,1.844815472442379312e-01,6.253568674794754978e-01
7.918797506926817942e-01,1.875894738182533328e-01,7.704154227047131931e-01
7.988593257299561046e-01,1.888784038642954688e-01,7.975319163336231920e-01
8.149995750765541835e-01,1.901461044535018852e-01,7.348250944657159778e-01
8.429075134547836523e-01,1.949493523071274825e-01,8.432508122476415346e-01
8.336794208553343077e-01,1.974330677456244409e-01,8.073985557931162571e-01
8.316846495040166598e-01,1.939638713788215951e-01,7.996486277029006828e-01
8.028125545428488330e-01,1.996597508978703861e-01,6.874770449221900837e-01
7.891454142939620109e-01,2.006944908171215403e-01,6.343785511736235172e-01
7.969509992798290421e-01,2.014540059288242313e-01,6.040529089376978078e-01
7.727834980301613310e-01,2.034502576589224676e-01,5.101592420362793812e-01
7.885018380963142448e-01,2.042183391534417025e-01,5.712268952937662458e-01
8.150142485457955166e-01,2.057352542696938569e-01,6.742308181975256165e-01
8.249136755954936673e-01,2.084393779853908335e-01,6.357703461645706211e-01
8.172452858968725087e-01,2.092378477246573387e-01,6.059777242218078452e-01
8.066760801531818181e-01,2.108136099643623806e-01,5.649150809117432503e-01
7.866442036056335851e-01,2.154429320616535193e-01,4.870888164363579853e-01
8.131507787857350511e-01,2.193355804770517892e-01,3.841075642602739815e-01
7.709828912043636961e-01,2.236088175973084125e-01,5.479349103147694855e-01
7.657491825971640687e-01,2.231265498914150880e-01,5.276013190366788397e-01
7.481277003501424216e-01,2.237143347374972446e-01,4.591397281043576029e-01
7.273586574718097220e-01,2.232857931447159716e-01,3.784494832282447319e-01
7.499992568466385956e-01,2.246800955107193798e-01,4.664109515731726385e-01
7.549898492001372308e-01,2.268917475482964685e-01,4.858000067857636273e-01
7.859718766165278980e-01,2.294750036560442852e-01,6.061689324811831980e-01
7.520867005693577800e-01,2.308234360621756187e-01,4.745209230407090306e-01
7.378953714361908833e-01,2.365192713863226714e-01,4.193858920438121585e-01
7.256089844680124745e-01,2.357697610714284131e-01,3.716517918778733942e-01
7.165079621525588527e-01,2.395673091173270430e-01,4.070103649021049597e-01
6.889734351123151246e-01,2.351455866412269502e-01,3.000353953553343556e-01
6.932029893648558039e-01,2.367083083503672414e-01,3.164677254513131865e-01
6.591276718157230707e-01,2.447944035961379938e-01,4.488544576362271110e-01
6.536473586258725321e-01,2.478190826900013854e-01,4.275627777125379225e-01
6.416468096157460499e-01,2.517298367752531241e-01,3.809391926033220965e-01
6.518858132538016825e-01,2.522678709753561344e-01,3.411594244319136049e-01
6.931579275145194341e-01,2.515729703514476001e-01,5.015065827367636286e-01
7.221960174119741449e-01,2.533831197305507210e-01,6.143230759322504397e-01
7.182622527167707993e-01,2.561307626450934904e-01,5.990399240604756814e-01
7.374690466540897438e-01,2.555630199877357289e-01,6.736606427506057759e-01
7.531070069093929176e-01,2.538733295363575504e-01,7.344160107160565554e-01
7.492126714677137533e-01,2.539702853893727741e-01,7.192860462656170961e-01
7.328371079066926530e-01,2.488633719529249055e-01,6.556650001989422494e-01
7.396427820878641590e-01,2.510843539628880849e-01,6.821058679578837491e-01
7.501681077865742786e-01,2.495204566519008682e-01,6.412137039325598309e-01
7.516688737789023467e-01,2.505954782409806625e-01,6.353830464423662061e-01
7.333322693072173992e-01,2.487956835666339517e-01,5.641431191291886860e-01
7.162337479290159514e-01,2.506489832670295015e-01,4.977132944565321182e-01
7.493640362954644418e-01,2.505039800301250841e-01,3.689981150057795589e-01
7.625277459148510628e-01,2.523684832514727638e-01,4.201407198378241392e-01
7.469723154814008614e-01,2.559787789701393756e-01,4.805754494583160397e-01
7.557727372171215707e-01,2.537107052293460230e-01,4.463847460624852936e-01
7.541607901761687716e-01,2.472459913437872747e-01,4.526473553807749406e-01
7.369304310772607502e-01,2.537985035954401503e-01,5.195893855522614180e-01
7.034149809934182596e-01,2.526248222203400506e-01,3.893778062204220625e-01
6.914854457962132939e-01,2.604238323642315556e-01,3.430301183678971522e-01
7.044092429559366542e-01,2.583591145017166135e-01,3.932406342619738093e-01
7.112810721172104778e-01,2.580491803231218517e-01,4.199385221241280775e-01
6.998853356808212300e-01,2.592761143224088238e-01,4.642123371950762079e-01
6.781919582481771291e-01,2.597652641049452149e-01,3.799309407203189104e-01
6.888545606530295240e-01,2.544632368933504862e-01,3.385054400795676766e-01
6.988596813004447350e-01,2.557693264861676252e-01,3.773765445297980747e-01
6.840578089012200325e-01,2.530434681533926811e-01,4.348836099981079339e-01
7.054010435928856904e-01,2.491785633524914167e-01,5.178046595528524865e-01
7.004155274586906232e-01,2.496451505306685748e-01,4.984353260665368435e-01
6.860514859099697826e-01,2.413560326180097526e-01,5.542413656980557102e-01
6.674616266112564089e-01,2.459325184373473139e-01,6.264652186609940276e-01
6.695332633202488726e-01,2.449304908044058759e-01,6.184166593546173152e-01
6.621107190157816680e-01,2.424171790634001289e-01,5.895791765182712973e-01
6.391251141473135444e-01,2.438877584157144729e-01,5.002773200809100818e-01
6.426879174686579432e-01,2.487018617461751180e-01,4.864353980371829422e-01
6.943665827416004577e-01,2.504027965041414894e-01,2.856575297371120037e-01
6.864630492833787567e-01,2.536816503323270910e-01,3.163637136410308304e-01
6.581863782220070958e-01,2.525359830556653806e-01,2.065054247641897600e-01
6.335523984113752283e-01,2.570876480252696772e-01,3.022114173242417268e-01
6.506672453959947422e-01,2.609089402818620673e-01,3.687046689534193011e-01
6.542158390367244225e-01,2.616111724467130029e-01,3.824913846684230845e-01
6.700414691324209082e-01,2.598576923080891388e-01,3.210068966628282228e-01
6.665567757622197220e-01,2.572287391821665992e-01,3.345453520941588654e-01
6.714977621864646196e-01,2.575645200493506537e-01,3.537416822687091678e-01
6.458616790958332521e-01,2.632906265760627806e-01,4.533409673376171400e-01
6.519308057869984685e-01,2.614144190424413372e-01,4.297616757080938155e-01
6.622056511551590585e-01,2.602468289339863183e-01,4.696806933382229321e-01
6.426345318051837063e-01,2.553568621676163275e-01,5.457168603441010513e-01
6.466880872504471300e-01,2.552913171444918250e-01,5.299683069122800294e-01
6.850734541002831968e-01,2.570012619887085403e-01,6.791001021961146078e-01
6.966152274409169731e-01,2.612037551959415782e-01,6.342589160800261583e-01
7.293609231210751442e-01,2.634034097728736312e-01,7.614799064043887844e-01
7.369145268252997871e-01,2.677987755816643167e-01,7.321332419402852842e-01
7.504708612595760719e-01,2.669926417923217388e-01,7.848012416903080712e-01
7.494735029452108677e-01,2.627926336899858994e-01,7.809263839471368707e-01
7.315654644464013590e-01,2.662896698381980176e-01,8.505012805942661069e-01
7.311922165685977859e-01,2.599737075456315383e-01,8.490511674217005034e-01
7.102064773614013005e-01,2.619804831911216048e-01,9.305833037582054157e-01
7.599199562316133472e-01,2.644886596834254977e-01,7.374404224429681465e-01
7.684052232149536366e-01,2.630725851782175218e-01,7.044741333974957609e-01
7.715602740712231844e-01,2.641206373298094490e-01,7.167318877716543080e-01
7.677529334200677846e-01,2.641839894889668749e-01,7.019399086097738438e-01
7.365033720191446198e-01,2.672368561910854479e-01,5.805315810097465556e-01
7.354570864874038216e-01,2.737053615036969534e-01,5.764666351063139071e-01
7.116900320236434485e-01,2.739765775693732142e-01,6.688045177858017443e-01
7.165509215785028641e-01,2.675918561111143568e-01,6.499193736414587974e-01
7.364086947349848256e-01,2.682127380335397326e-01,7.270692253740322908e-01
7.311013817266085457e-01,2.711263951192638411e-01,7.064496720903884475e-01
7.306334068777181612e-01,2.720095613674652357e-01,7.046315331720938158e-01
7.221975061113025118e-01,2.771233366037442747e-01,7.374060284909323970e-01
7.274032115250442798e-01,2.836965674251205050e-01,7.171812330081348552e-01
6.964725342658233398e-01,2.873942652643679541e-01,5.970118088872813367e-01
6.871268318847970624e-01,2.852045981097121596e-01,6.333209935753730813e-01
6.775483080279859349e-01,2.859148481790647067e-01,5.961072692797725336e-01
6.549087962709205790e-01,2.790735214585447488e-01,6.840645120980752836e-01
6.603304592831733544e-01,2.759522971023193882e-01,6.630006952117017960e-01
6.649361476290460704e-01,2.761795386978155853e-01,6.451070386465629358e-01
6.829002272653227346e-01,2.776765972450757625e-01,7.148996618943764814e-01
6.468845123223173621e-01,2.772325665539175921e-01,5.749742510237970672e-01
6.284485385846448890e-01,2.806888638092214228e-01,5.033482620874303315e-01
6.511791478907513753e-01,2.846045341730994993e-01,4.150370942672486074e-01
6.447632510615054491e-01,2.842845950256344123e-01,3.901105586880944109e-01
6.383459913276529063e-01,2.753957485732457799e-01,3.651787280596169860e-01
6.570500023119800748e-01,2.713988136446245369e-01,4.378460741348357277e-01
6.658589586867830201e-01,2.723615143764719915e-01,4.720699356362911270e-01
6.504010456441418064e-01,2.718416684050089516e-01,4.120140728798216689e-01
6.563576839775575600e-01,2.735914091192341302e-01,3.888718121325443478e-01
6.423067584163156818e-01,2.736045885493491592e-01,4.434613582620604566e-01
6.954434060662105788e-01,2.752670379032664538e-01,6.499036645292785019e-01
7.175032848917904937e-01,2.765596047311317807e-01,5.641983657920685014e-01
6.752020713006831043e-01,2.746159178944895807e-01,3.998530320557637796e-01
6.928559899117413545e-01,2.768539195812377285e-01,4.684406421875414450e-01
7.081448967707317799e-01,2.822621354403513916e-01,5.278398954688297007e-01
6.680109244041201322e-01,2.868709527326851472e-01,3.719145561508813147e-01
6.672993167565713923e-01,2.899922999711589400e-01,3.691498743274197469e-01
6.653843066539498752e-01,2.959166829941773380e-01,3.617098283404200920e-01
6.885613546117052008e-01,2.987203595920641663e-01,4.517554643464844477e-01
7.416444549370642125e-01,3.016585520008276955e-01,2.455211959149315726e-01
7.530356030911590226e-01,3.020826159992696103e-01,2.897771849539302336e-01
7.450176690326295592e-01,3.068576656826137450e-01,2.586265408740231475e-01
7.250716814316092718e-01,3.117247966122713154e-01,3.361191163985936536e-01
7.163133662617007236e-01,3.138205154810799757e-01,3.701462306908641642e-01
7.123651493156408776e-01,3.131695614289159990e-01,3.854855313061062438e-01
6.739393983976023073e-01,3.141188183523258015e-01,2.361968390303668119e-01
6.625619903131360067e-01,3.122067257520799721e-01,2.803994462361521500e-01
6.875492381051593327e-01,3.116501739952802774e-01,3.774779276534108163e-01
6.702888848645150999e-01,3.128889425466004348e-01,3.104193666116422112e-01
6.610904320091584019e-01,3.069032983836973982e-01,2.746822641496676765e-01
6.670417697569358539e-01,3.069804290641313105e-01,2.978039314803084259e-01
6.989265195150168308e-01,3.086649502337528994e-01,4.216800427130116824e-01
6.662268900936716420e-01,3.092164418444703911e-01,5.487220600473367016e-01
6.818478062180410859e-01,3.090041657363317706e-01,4.880329105930997224e-01
6.759583602927641266e-01,3.096929645074842918e-01,4.651517004824983759e-01
7.228239166276279049e-01,3.045704866012785006e-01,2.830733428485720515e-01
7.578433928484471505e-01,3.067976567978188962e-01,4.191282457270802952e-01
7.313124220762277083e-01,3.086605183073685144e-01,3.160522137234693107e-01
7.425098379305891116e-01,3.140974275042465735e-01,2.725488981127777155e-01
7.385372240327489068e-01,3.157872818539137483e-01,2.879829838379990847e-01
7.701173016656746029e-01,3.192870359031028116e-01,1.652905606803651839e-01
7.867533355769533721e-01,3.200406262461801266e-01,2.299235655777083498e-01
7.990540980692851791e-01,3.219280595044159421e-01,1.821336147608305644e-01
7.783243764867738834e-01,3.234366123354845413e-01,2.626710916443467103e-01
8.053063235269393161e-01,3.238786489657912715e-01,1.578429622664347665e-01
7.583037235761451722e-01,3.229284084198367211e-01,3.404537509321103328e-01
7.656461819150639503e-01,3.212993552535847175e-01,3.119274117632455656e-01
7.397215999515741602e-01,3.246345992929919877e-01,2.112072736615911439e-01
7.513727914430217147e-01,3.248747754350051475e-01,1.659409847887328981e-01
7.643716969625210522e-01,3.329853027308073976e-01,2.164433057495179780e-01
7.773086526166672616e-01,3.349828968509017124e-01,2.667049439867568150e-01
7.769340331725551607e-01,3.425387791281215288e-01,2.681603858604066914e-01
8.252242344092528548e-01,3.402735624973410311e-01,8.054711038438659709e-02
8.375747713730042898e-01,3.406809453089529871e-01,1.285304410460157976e-01
8.618837152502961674e-01,3.426424857866435247e-01,3.408725242008772000e-02
8.125601943018927464e-01,3.433173775633504565e-01,2.257151000196906676e-01
8.015875785071162607e-01,3.452329144216370604e-01,2.683450401954944886e-01
8.177979667578145762e-01,3.477094068736962251e-01,2.053657201975417623e-01
7.785768035369966533e-01,3.524506855856274767e-01,3.577446855236442458e-01
8.154089139999305402e-01,3.541972703834101455e-01,2.146474792648660201e-01
7.957083183687237993e-01,3.530421819996107380e-01,2.911866772914518120e-01
8.211973177382240197e-01,3.545340251511284180e-01,1.921588302779655699e-01
8.109147975559918287e-01,3.605371041031479318e-01,2.321076654895044000e-01
8.509651317123041459e-01,3.591005764605096906e-01,3.877080602392515840e-01
8.570282868826548661e-01,3.635702748401778983e-01,4.112641517877871911e-01
8.487439563106521367e-01,3.676061564705377926e-01,4.434497785595892250e-01
8.628473007477235335e-01,3.686267437228379351e-01,4.982429783649917621e-01
8.829147308601633659e-01,3.651635205629049641e-01,5.762073727423724367e-01
8.814056160953350760e-01,3.663853687411604554e-01,5.820704662240268057e-01
8.928311217107145481e-01,3.684670906744291208e-01,6.264599381577661275e-01
8.833858385256188051e-01,3.697801391859860121e-01,5.897638699954380614e-01
8.494204128932986153e-01,3.691476474961984389e-01,4.578040812055302333e-01
