yfun0,yfun1,yfun2,yfun3,yfunsqrt,yfunsin,yfunsins,yfunexp,yfunlog
5.000000000000000000e-01,3.403403403403403721e-02,1.158315472629786909e-03,3.942214821763038540e-05,1.844831537946867439e-01,9.958360194358726325e-01,9.330447681994118447e-01,1.609146498683011869e-03,5.105669214603512085e-01
5.000000000000000000e-01,3.503503503503503647e-02,1.227453679906132357e-03,4.300388267939402829e-05,1.871764809879570279e-01,9.919965596603130820e-01,9.347677213590184220e-01,1.619909980415288773e-03,5.147639051092949281e-01
5.000000000000000000e-01,3.603603603603603572e-02,1.298595893190487762e-03,4.679624840326082142e-05,1.898315991504997968e-01,9.869273647124576776e-01,9.310594938865440762e-01,1.630745458413347063e-03,5.188426480022355625e-01
5.000000000000000000e-01,3.703703703703703498e-02,1.371742112482853123e-03,5.080526342529085692e-05,1.924500897298752622e-01,9.806411049396905888e-01,9.212217012472556643e-01,1.641653414255770825e-03,5.228096303356485341e-01
5.000000000000000000e-01,3.803803803803804118e-02,1.446892337783228658e-03,5.503694578154423372e-05,1.950334280015557642e-01,9.731534927176228589e-01,9.047482226230374458e-01,1.652634332742393148e-03,5.266708137621404218e-01
5.000000000000000000e-01,3.903903903903904044e-02,1.524046569091614149e-03,5.949731350808103040e-05,1.975829927879397263e-01,9.644832431773364689e-01,8.813492902467827683e-01,1.663688701915842913e-03,5.304316952811369834e-01
5.000000000000000000e-01,4.004004004004003969e-02,1.603204806408009596e-03,6.419238464096134586e-05,2.001000750625547553e-01,9.546520274273038176e-01,8.509671678319301602e-01,1.674817013083236637e-03,5.340973543056265482e-01
5.000000000000000000e-01,4.104104104104103895e-02,1.684367049732415000e-03,6.912817721624526547e-05,2.025858855918670487e-01,9.436844183869015357e-01,8.137827747231840547e-01,1.686019760838013007e-03,5.376724939163025629e-01
5.000000000000000000e-01,4.204204204204204515e-02,1.767533299064830577e-03,7.431070926999287459e-05,2.050415617430818571e-01,9.316078293669101118e-01,7.702129724887987194e-01,1.697297443081916815e-03,5.411614771437880389e-01
5.000000000000000000e-01,4.304304304304304440e-02,1.852703554405256111e-03,7.974599883826427214e-05,2.074681735665570570e-01,9.184524455505138629e-01,7.208986021478691608e-01,1.708650561047126435e-03,5.445683589811071146e-01
5.000000000000000000e-01,4.404404404404404366e-02,1.939877815753691601e-03,8.544006395711955702e-05,2.098667292451188993e-01,9.042511485460621445e-01,6.666837282719410007e-01,1.720079619318531147e-03,5.478969147155263730e-01
5.000000000000000000e-01,4.504504504504504292e-02,2.029056083110137264e-03,9.139892266261878749e-05,2.122381799890044607e-01,8.890394342001737282e-01,6.085868961491456286e-01,1.731585125856157856e-03,5.511506650761922588e-01
5.000000000000000000e-01,4.604604604604604912e-02,2.120238356474592883e-03,9.762859299082208956e-05,2.145834244438420135e-01,8.728553238766055822e-01,5.477655261023555155e-01,1.743167592017746568e-03,5.543328986175829476e-01
5.000000000000000000e-01,4.704704704704704837e-02,2.213424635847058460e-03,1.041350929777895215e-04,2.169033126696018055e-01,8.557392694226446661e-01,4.854748422389869589e-01,1.754827532581477436e-03,5.574466916955487239e-01
5.000000000000000000e-01,4.804804804804804763e-02,2.308614921227533992e-03,1.109244406595812093e-04,2.191986497404763701e-01,8.377340520605573992e-01,4.230229504898257997e-01,1.766565465768850894e-03,5.604949263401197701e-01
5.000000000000000000e-01,4.904904904904904689e-02,2.405809212616019481e-03,1.180026540722572113e-04,2.214701990089164574e-01,8.188846754568128716e-01,3.617238340948010222e-01,1.778381913267718063e-03,5.634803062853405153e-01
5.000000000000000000e-01,5.005005005005005309e-02,2.505007510012514926e-03,1.253757512518776263e-04,2.237186850713414610e-01,7.992382532363551118e-01,3.028501176043311149e-01,1.790277400255468800e-03,5.664053713795833556e-01
5.000000000000000000e-01,5.105105105105105234e-02,2.606209813417020762e-03,1.330497502345025533e-04,2.259447964681883525e-01,7.788438912230759570e-01,2.475874596808271821e-01,1.802252455422371537e-03,5.692725105688010157e-01
5.000000000000000000e-01,5.205205205205205160e-02,2.709416122829536120e-03,1.410306690561920640e-04,2.281491881468177552e-01,7.577525647008303000e-01,1.969923701388125448e-01,1.814307610995072057e-03,5.720839736190211910e-01
5.000000000000000000e-01,5.305305305305305086e-02,2.814626438250061868e-03,1.493245257530062845e-04,2.303324837122481539e-01,7.360169910017735351e-01,1.519551103387195012e-01,1.826443402760246021e-03,5.748418817221986332e-01
5.000000000000000000e-01,5.405405405405405705e-02,2.921840759678597573e-03,1.579373383610052596e-04,2.324952774876385686e-01,7.136914977404850147e-01,1.131691336826781136e-01,1.838660370088414332e-03,5.775482371106853696e-01
5.000000000000000000e-01,5.505505505505505631e-02,3.031059087115143234e-03,1.668751249162491151e-04,2.346381364038145068e-01,6.908318870232260656e-01,8.110826261699116690e-02,1.850959055957914195e-03,5.802049317894831804e-01
5.000000000000000000e-01,5.605605605605605557e-02,3.142281420559698852e-03,1.761439034547979230e-04,2.367616017348591617e-01,6.674952959717346257e-01,5.601249060277102565e-02,1.863340006979030640e-03,5.828137554816722465e-01
5.000000000000000000e-01,5.705705705705705483e-02,3.255507760012264426e-03,1.857496920127117820e-04,2.388661906948261748e-01,6.437400539101776342e-01,3.788295424804904998e-02,1.875803773418291106e-03,5.853764028705902289e-01
5.000000000000000000e-01,5.805805805805806102e-02,3.370738105472840390e-03,1.956985086260507913e-04,2.409523979089190637e-01,6.196255365722183051e-01,2.648625588389935670e-02,1.888350909222923091e-03,5.878944802121564006e-01
5.000000000000000000e-01,5.905905905905906028e-02,3.487972456941425877e-03,2.059963713308749953e-04,2.430206967709932775e-01,5.952120176926033457e-01,2.136794485866744253e-02,1.900981972045471613e-03,5.903695113819535933e-01
5.000000000000000000e-01,6.006006006006005954e-02,3.607210814418021754e-03,2.166492981632445474e-04,2.450715406979359356e-01,5.705605183542172831e-01,2.187460154559850434e-02,1.913697523268585807e-03,5.928029434140763554e-01
5.000000000000000000e-01,6.106106106106105880e-02,3.728453177902627154e-03,2.276633071592194921e-04,2.471053642903388303e-01,5.457326544671533552e-01,2.718362602895874058e-02,1.926498128029968801e-03,5.951961515821597715e-01
5.000000000000000000e-01,6.206206206206206499e-02,3.851699547395242944e-03,2.390444163548599284e-04,2.491225844078815421e-01,5.207904827610273513e-01,3.633952728358141870e-02,1.939384355247494992e-03,5.975504440672568807e-01
5.000000000000000000e-01,6.306306306306305731e-02,3.976949922895868690e-03,2.507986437862259822e-04,2.511236011669613633e-01,4.957963456754730935e-01,4.829525059346873039e-02,1.952356777644494732e-03,5.998670662522378461e-01
5.000000000000000000e-01,6.406406406406406351e-02,4.104204304404504393e-03,2.629320074893776713e-04,2.531087988673330624e-01,4.708127155365090521e-01,6.195688125017090320e-02,1.965415971775210952e-03,6.021472046780037557e-01
5.000000000000000000e-01,6.506506506506506970e-02,4.233462691921150052e-03,2.754505255003751488e-04,2.550785468538369072e-01,4.459020384082600930e-01,7.622992918766130499e-02,1.978562518050420386e-03,6.043919906929777763e-01
5.000000000000000000e-01,6.606606606606606202e-02,4.364725085445806535e-03,2.883602158552784592e-04,2.570332003186865943e-01,4.211265780103167211e-01,9.006533745950706660e-02,1.991797000763232805e-03,6.066025038239761802e-01
5.000000000000000000e-01,6.706706706706706822e-02,4.497991484978472107e-03,3.016670965901477558e-04,2.589731010492539176e-01,3.965482600908631916e-01,1.025033698024337969e-01,2.005120008115058531e-03,6.087797748936004671e-01
5.000000000000000000e-01,6.806806806806807442e-02,4.633261890519147636e-03,3.153771857410430832e-04,2.608985781258074677e-01,3.722285176445581101e-01,1.127136184601340019e-01,2.018532132241750935e-03,6.109247889066852233e-01
5.000000000000000000e-01,6.906906906906906674e-02,4.770536302067833988e-03,3.294965013440245404e-04,2.628099485732400264e-01,3.482281373620397247e-01,1.200295295304878440e-01,2.032033969239923060e-03,6.130384877260327547e-01
5.000000000000000000e-01,7.007007007007007293e-02,4.909814719624529429e-03,3.440310614351522263e-04,2.647075179704386216e-01,3.246071076948583434e-01,1.239760631191749729e-01,2.045626119193442050e-03,6.151217725556289428e-01
5.000000000000000000e-01,7.107107107107106525e-02,5.051097143189235694e-03,3.589868840504861856e-04,2.665915810206149206e-01,3.014244689155872736e-01,1.242893807550374818e-01,2.059309186200098795e-03,6.171755062477251030e-01
5.000000000000000000e-01,7.207207207207207145e-02,5.194383572761951048e-03,3.743699872260865713e-04,2.684624220856097199e-01,2.787381655478896603e-01,1.209277718706445182e-01,2.073083778398457106e-03,6.192005154485695773e-01
5.000000000000000000e-01,7.307307307307307764e-02,5.339674008342677226e-03,3.901863889980134283e-04,2.703203156869143919e-01,2.566049015353866758e-01,1.140733819372856117e-01,2.086950507994882013e-03,6.211975925961433775e-01
5.000000000000000000e-01,7.407407407407406996e-02,5.486968449931412493e-03,4.064421074023268554e-04,2.721655269759086782e-01,2.350799985113281032e-01,1.041246730755901462e-01,2.100909991290748902e-03,6.231674977819825489e-01
5.000000000000000000e-01,7.507507507507507616e-02,5.636266897528158584e-03,4.231431604750870057e-04,2.739983121755955042e-01,2.142172575233217691e-01,9.167991895415661396e-02,2.114962848709836096e-03,6.251109604880331627e-01
5.000000000000000000e-01,7.607607607607608236e-02,5.787569351132914632e-03,4.402955662523538698e-04,2.758189189959167620e-01,1.940688245587318672e-01,7.751239474192456180e-02,2.129109704825897422e-03,6.270286812084743255e-01
5.000000000000000000e-01,7.707707707707707467e-02,5.940875810745680635e-03,4.579053427701876007e-04,2.776275870245554223e-01,1.746850602068688030e-01,6.253825547848362865e-02,2.143351188390421689e-03,6.289213329655287676e-01
5.000000000000000000e-01,7.807807807807808087e-02,6.096186276366456595e-03,4.759785080646482432e-04,2.794245480949698046e-01,1.561144137837431889e-01,4.777838920371496600e-02,2.157687932360579514e-03,6.307895627274709982e-01
5.000000000000000000e-01,7.907907907907907319e-02,6.253500747995242512e-03,4.945210801717960045e-04,2.812100266332605014e-01,1.384033022340068753e-01,3.431577285742687389e-02,2.172120573927350997e-03,6.326339927363097138e-01
5.000000000000000000e-01,8.008008008008007939e-02,6.412819225632038385e-03,5.135390771276907669e-04,2.829842399853392809e-01,1.215959941127658372e-01,2.325003967990840748e-02,2.186649754543848120e-03,6.344552217519605630e-01
5.000000000000000000e-01,8.108108108108108558e-02,6.574141709276844214e-03,5.330385169683927917e-04,2.847473987257497230e-01,1.057344989372461797e-01,1.565107940443938306e-02,2.201276119953823190e-03,6.362538262191352878e-01
5.000000000000000000e-01,8.208208208208207790e-02,6.737468198929660000e-03,5.530254177299621238e-04,2.864997069493825932e-01,9.085846218487980686e-02,1.251353243922637137e-02,2.216000320220369406e-03,6.380303613626364667e-01
5.000000000000000000e-01,8.308308308308308410e-02,6.902798694590486610e-03,5.735057974484588077e-04,2.882413625472289853e-01,7.700506620025704407e-02,1.471400489199009565e-02,2.230823009754810508e-03,6.397853622162670284e-01
5.000000000000000000e-01,8.408408408408409029e-02,7.070133196259322308e-03,5.944856741599429967e-04,2.899725574672266659e-01,6.420893725863086043e-02,2.297272405899469794e-02,2.245744847345788192e-03,6.415193445901219427e-01
5.000000000000000000e-01,8.508508508508508261e-02,7.239471703936168831e-03,6.159710659004747355e-04,2.916934779611726203e-01,5.250205901825999444e-02,3.782117815113023029e-02,2.260766496188540767e-03,6.432328059806419196e-01
5.000000000000000000e-01,8.608608608608608881e-02,7.410814217621024443e-03,6.379679907061141771e-04,2.934043048186002478e-01,4.191369257792099123e-02,5.957704656806483978e-02,2.275888623914378277e-03,6.449262264274410184e-01
5.000000000000000000e-01,8.708708708708708113e-02,7.584160737313890878e-03,6.604824666129213663e-04,2.951052135884540961e-01,3.247030333940004176e-02,8.832743741937448823e-02,2.291111902620355384e-03,6.466000693206063188e-01
5.000000000000000000e-01,8.808808808808808732e-02,7.759511263014766402e-03,6.835205116569564561e-04,2.967963747893294091e-01,2.419549485777128250e-02,1.239211187702330408e-01,2.306437008899142865e-03,6.482547821618603878e-01
5.000000000000000000e-01,8.908908908908909352e-02,7.936865794723652751e-03,7.070881438742793830e-04,2.984779541089912502e-01,1.710994984480213033e-02,1.659700724193396426e-01,2.321864623869098181e-03,6.498907972827192570e-01
5.000000000000000000e-01,9.009009009009008584e-02,8.116224332440549055e-03,7.311913813009502999e-04,3.001501125938321191e-01,1.123137847294436442e-02,2.138603281534862122e-01,2.337395433204536403e-03,6.515085325225262736e-01
5.000000000000000000e-01,9.109109109109109204e-02,8.297586876165455316e-03,7.558362419730293600e-04,3.018130068288825130e-01,6.574474109126815513e-03,2.667716671481762947e-01,2.353030127166207998e-03,6.531083918690233636e-01
5.000000000000000000e-01,9.209209209209209823e-02,8.480953425898371534e-03,7.810287439265767165e-04,3.034667891089436464e-01,3.150876588990103588e-03,3.237054302156348595e-01,2.368769400631972645e-03,6.546907660639168514e-01
5.000000000000000000e-01,9.309309309309309055e-02,8.666323981639297708e-03,8.067749051976523056e-04,3.051116076013711820e-01,9.691431233593839067e-04,3.835193440094283313e-01,2.384613953127687723e-03,6.562560331757066878e-01
5.000000000000000000e-01,9.409409409409409675e-02,8.853698543388233838e-03,8.330807438223161721e-04,3.067476065010029118e-01,3.472690967415426044e-05,4.449679989371150834e-01,2.400564488858292819e-03,6.578045591418827387e-01
5.000000000000000000e-01,9.509509509509508907e-02,9.043077111145179925e-03,8.599522778366286858e-04,3.083749261776889128e-01,3.499635018338609349e-04,5.067473875441055320e-01,2.416621716739114113e-03,6.593366982824311329e-01
5.000000000000000000e-01,9.609609609609609526e-02,9.234459684910135968e-03,8.873955252766496746e-04,3.099937033168513878e-01,1.914064972530216124e-03,5.675417504813389247e-01,2.432786350427366528e-03,6.608527937864536739e-01
5.000000000000000000e-01,9.709709709709710146e-02,9.427846264683101968e-03,9.154165041784392918e-04,3.116040710534717650e-01,4.723121882654668369e-03,6.260708852999834484e-01,2.449059108353874442e-03,6.623531781735730872e-01
5.000000000000000000e-01,9.809809809809809378e-02,9.623236850464077924e-03,9.440212325780576903e-04,3.132061590998780343e-01,8.770113052860739611e-03,6.811360548900963208e-01,2.465440713755003184e-03,6.638381737316745301e-01
5.000000000000000000e-01,9.909909909909909997e-02,9.820631442253063836e-03,9.732157285115649150e-04,3.148000938676783766e-01,1.404492311285487904e-02,7.316626881315255737e-01,2.481931894704799985e-03,6.653080929324260984e-01
5.000000000000000000e-01,1.001001001001001062e-01,1.002003004005005971e-02,1.003006010015021010e-03,3.163859985841663280e-01,2.053436778455525191e-02,7.767381930320459427e-01,2.498533384147354382e-03,6.667632388259173704e-01
5.000000000000000000e-01,1.011011011011010985e-01,1.022143264385506553e-02,1.033398095124486238e-03,3.179639934035001780e-01,2.822222683591990577e-02,8.156433971992476106e-01,2.515245919929375885e-03,6.682039054156634350e-01
5.000000000000000000e-01,1.021021021021021047e-01,1.042483925366808305e-02,1.064398001876020426e-03,3.195341955129405442e-01,3.708928462308014318e-02,8.478763841734164863e-01,2.532070244832981994e-03,6.696303780151349194e-01
5.000000000000000000e-01,1.031031031031030970e-01,1.063024986948910879e-02,1.096011748305683944e-03,3.210967192344124643e-01,4.711337811944266152e-02,8.731677968266833290e-01,2.549007106608716048e-03,6.710429335868957068e-01
5.000000000000000000e-01,1.041041041041041032e-01,1.083766449131814448e-02,1.128245352449536512e-03,3.226516761216406404e-01,5.826945231171321016e-02,8.914870186444675548e-01,2.566057258008779332e-03,6.724418410653550948e-01
5.000000000000000000e-01,1.051051051051051094e-01,1.104708311915519187e-02,1.161104832343638716e-03,3.241991750530915373e-01,7.052962282438224317e-02,9.030390067119382635e-01,2.583221456820483913e-03,6.738273616640787500e-01
5.000000000000000000e-01,1.061061061061061017e-01,1.125850575300024747e-02,1.194596206024050276e-03,3.257393223209413824e-01,8.386324561614166839e-02,9.082519221619451688e-01,2.600500465899935765e-03,6.751997491685325370e-01
5.000000000000000000e-01,1.071071071071071079e-01,1.147193239285331304e-02,1.228725491526831345e-03,3.272722217162757352e-01,9.823699357402843058e-02,9.077560698771034442e-01,2.617895053205939512e-03,6.765592502150827858e-01
5.000000000000000000e-01,1.081081081081081141e-01,1.168736303871439029e-02,1.263498706888042077e-03,3.287979746107145829e-01,1.136149398138514566e-01,9.023550047885147141e-01,2.635405991834125633e-03,6.779061045570193844e-01
5.000000000000000000e-01,1.091091091091091064e-01,1.190479769058347577e-02,1.298921870143742623e-03,3.303166800346435950e-01,1.299586474786901813e-01,8.929899734050685822e-01,2.653034060051317512e-03,6.792405453183181230e-01
5.000000000000000000e-01,1.101101101101101126e-01,1.212423634846057294e-02,1.335000999329992921e-03,3.318284347522226785e-01,1.472272658110211352e-01,8.806991238346173478e-01,2.670780041330114447e-03,6.805627992358171952e-01
5.000000000000000000e-01,1.111111111111111049e-01,1.234567901234567833e-02,1.371742112482853123e-03,3.333333333333333148e-01,1.653776322583361269e-01,8.665731249765498134e-01,2.688644724383716222e-03,6.818730868904322451e-01
5.000000000000000000e-01,1.121121121121121111e-01,1.256912568223879541e-02,1.409151227638383384e-03,3.348314682226151695e-01,1.843643803570449435e-01,8.517089775102676397e-01,2.706628903200978837e-03,6.831716229280061503e-01
5.000000000000000000e-01,1.131131131131131173e-01,1.279457635813992245e-02,1.447234362832643855e-03,3.363229298057346939e-01,2.041400531250084915e-01,8.371638701223990120e-01,2.724733377081697046e-03,6.844586162703389931e-01
5.000000000000000000e-01,1.141141141141141097e-01,1.302203104004905770e-02,1.485997536101694256e-03,3.378078064730211660e-01,2.246552216792774281e-01,8.239109312894865589e-01,2.742958950672134966e-03,6.857342703169242437e-01
5.000000000000000000e-01,1.151151151151151159e-01,1.325148972796620465e-02,1.525446765481595175e-03,3.392861846805954595e-01,2.458586087825595512e-01,8.127986499929505948e-01,2.761306434000786961e-03,6.869987831378736587e-01
5.000000000000000000e-01,1.161161161161161220e-01,1.348295242189136156e-02,1.565588069008406330e-03,3.407581490091118881e-01,2.676972170096074133e-01,8.045155910627483919e-01,2.779776642514374899e-03,6.882523476584904154e-01
5.000000000000000000e-01,1.171171171171171144e-01,1.371641912182452669e-02,1.606427464718187875e-03,3.422237822202267021e-01,2.901164612131805209e-01,7.995618183191537387e-01,2.798370397114096492e-03,6.894951518359208054e-01
5.000000000000000000e-01,1.181181181181181206e-01,1.395188982776570351e-02,1.647970970646999963e-03,3.436831653108980977e-01,3.130603049584871345e-01,7.982281697876916216e-01,2.817088524192104797e-03,6.907273788282876081e-01
5.000000000000000000e-01,1.191191191191191129e-01,1.418936453971489028e-02,1.690224604830902746e-03,3.451363775656213218e-01,3.364714005850859002e-01,8.005842147269905951e-01,2.835931855668241425e-03,6.919492071566875069e-01
5.000000000000000000e-01,1.201201201201201191e-01,1.442884325767208702e-02,1.733194385305956379e-03,3.465834966066909106e-01,3.602912325461736787e-01,8.064753745793618034e-01,2.854901229027006094e-03,6.931608108604103702e-01
5.000000000000000000e-01,1.211211211211211253e-01,1.467032598163729371e-02,1.776886330108220580e-03,3.480245984425829886e-01,3.844602636669764983e-01,8.155293230948901240e-01,2.873997487354781628e-03,6.943623596457169089e-01
5.000000000000000000e-01,1.221221221221221176e-01,1.491381271161050862e-02,1.821306457273755936e-03,3.494597575145415025e-01,4.089180839566803893e-01,8.271714094240232296e-01,2.893221479377303985e-03,6.955540190284937863e-01
5.000000000000000000e-01,1.231231231231231238e-01,1.515930344759173522e-02,1.866460784838622168e-03,3.508890467414494951e-01,4.336035616019481287e-01,8.406484867366041946e-01,2.912574059497383388e-03,6.967359504710862739e-01
5.000000000000000000e-01,1.241241241241241300e-01,1.540679818958097178e-02,1.912355330838879427e-03,3.523125375630621892e-01,4.584549957646138485e-01,8.550601923151412986e-01,2.932056087832877415e-03,6.979083115135907844e-01
5.000000000000000000e-01,1.251251251251251362e-01,1.565629693757822002e-02,1.958996113310588084e-03,3.537302999816741012e-01,4.834102708016481120e-01,8.693964265131501890e-01,2.951668430254918672e-03,6.990712558998740667e-01
5.000000000000000000e-01,1.261261261261261146e-01,1.590779969158347476e-02,2.006389150289807858e-03,3.551424026022887426e-01,5.084070115219142538e-01,8.825795293747351611e-01,2.971411958426398332e-03,7.002249336985718609e-01
5.000000000000000000e-01,1.271271271271271208e-01,1.616130645159674292e-02,2.054540459812598686e-03,3.565489126713572432e-01,5.333827390916626721e-01,8.935094649964763214e-01,2.991287549840708580e-03,7.013694914193050467e-01
