random,persistent,antipersistent
6.412687894783476450e-01,1.926069995282681524e-01,9.487078246403892745e-01
5.917077306106048873e-01,1.902017076458366041e-01,9.636408544577136359e-01
5.831521257888395704e-01,1.868399427758145326e-01,9.251222640561088673e-01
5.369235724090615225e-01,1.865337884965848070e-01,8.199942041598662357e-01
5.528538568653957874e-01,1.823483334389866262e-01,8.825782948112318449e-01
5.388020914215155832e-01,1.769054274957542194e-01,8.087625899473331881e-01
6.173598215284767932e-01,1.746467306004431674e-01,7.169921663643814558e-01
5.927077306420686087e-01,1.791512333117512290e-01,6.224818844609635304e-01
6.236851231971772824e-01,1.819334082957677623e-01,7.683339104490144456e-01
6.137752494403374559e-01,1.789203338597036008e-01,7.397610589964783712e-01
6.033862388837635260e-01,1.857888802403159789e-01,7.199481286794321422e-01
6.172343324671817344e-01,1.854701156014084418e-01,7.418960146587407767e-01
5.842798161977855731e-01,1.769790458269490663e-01,7.141201557378541454e-01
6.048019359920774329e-01,1.645384746437562329e-01,7.647071340615598789e-01
5.879340313499848980e-01,1.609185889452581786e-01,8.341141015303991102e-01
6.039238776208253334e-01,1.653136365304438971e-01,8.169629889617747720e-01
6.211619654043496475e-01,1.674456873849756444e-01,8.061797051478259979e-01
5.634873622038651941e-01,1.642897580950736791e-01,6.668810079034015459e-01
5.434191634210207011e-01,1.577170645835853646e-01,7.100840768550801263e-01
5.418674385263251292e-01,1.596653715659360206e-01,7.562245072397149048e-01
5.229500276484244647e-01,1.534108777087657416e-01,8.146640023638347383e-01
5.343615434463340197e-01,1.490535424160716049e-01,7.673941805169706143e-01
5.418745902009979298e-01,1.439435745370810371e-01,7.518820245323949436e-01
5.323577923251719968e-01,1.412080831196400321e-01,6.596330289482286169e-01
5.504296785877063058e-01,1.312152656866788780e-01,6.613436914908673581e-01
5.489839234197375628e-01,1.188927239230457428e-01,6.702415061927005091e-01
5.311437053599110669e-01,1.138925872596823485e-01,5.457383254108557624e-01
5.535713293499616716e-01,1.083806126194518243e-01,5.877232299508884372e-01
5.470097005129589407e-01,1.081560658030926159e-01,6.843341975679695377e-01
5.676646395040870763e-01,1.071908389581700122e-01,6.492259396666925086e-01
5.490793697057437805e-01,9.922051249465521638e-02,7.394353458036952986e-01
5.331068785033181712e-01,1.022459516897061133e-01,8.429387864321548074e-01
5.187495427036004081e-01,9.681060059528902306e-02,7.767075183150348172e-01
5.185432436205396067e-01,9.312263837115732079e-02,7.399247927239746003e-01
4.644208293514845987e-01,9.408915744040390050e-02,8.246347481588627293e-01
4.702522981710201000e-01,8.617312883410034596e-02,7.534312518460932750e-01
4.610415333391178483e-01,7.184914845762915836e-02,9.072087522420417827e-01
4.488180058433021702e-01,6.943597034443348137e-02,8.346697952267164711e-01
4.096807308641713941e-01,6.714858036180093581e-02,8.095700578095363920e-01
4.089094932644909974e-01,6.235195590645604274e-02,8.043222988967909659e-01
4.119513032190854074e-01,6.528191824188302184e-02,8.013652801496706779e-01
4.302656322253903265e-01,6.374575195401252503e-02,8.630918670900686873e-01
4.236073782260273979e-01,6.486806257397018105e-02,7.933352190709139773e-01
4.343735326569873600e-01,5.609057706680654204e-02,8.377126458669548192e-01
4.469313109875460155e-01,5.231195565591777175e-02,8.355917146059052003e-01
4.320495077042649235e-01,5.638030304700129836e-02,8.570091099028870341e-01
4.322797433223333208e-01,5.601281249388007782e-02,7.099879066021167473e-01
3.828267258721979593e-01,6.016108447696548456e-02,7.144079663772497923e-01
3.469660535873861362e-01,5.539830301406004076e-02,6.981425249542467792e-01
3.525739509671625416e-01,4.985339395469175899e-02,6.522851671569954712e-01
3.592709198936375747e-01,4.957751361192477835e-02,6.062066290888545872e-01
3.501023492607830967e-01,4.444306477845899606e-02,6.104927690602918178e-01
3.487300157385165300e-01,3.396441862658434313e-02,5.401195147716697509e-01
3.813921043015464640e-01,3.112737728717182573e-02,5.367252089341039145e-01
3.471057367866674515e-01,3.077013769895605572e-02,4.089472052797259449e-01
3.553486789968134385e-01,2.734662768618861123e-02,5.216490592393768777e-01
3.018449864657343773e-01,3.066974757663351592e-02,4.870294155699692595e-01
2.807057877170789917e-01,3.022688233734130772e-02,4.215498842863191209e-01
2.909696697685092426e-01,2.123377619317842746e-02,5.105558037494311030e-01
2.874666740035330403e-01,1.908388464053923511e-02,5.938730561816987219e-01
2.565217473668044978e-01,1.520390308648679467e-02,5.573571023386695300e-01
3.028051447424691123e-01,1.783098031580656814e-02,6.073144141686125375e-01
2.681418188812564884e-01,6.972416227223342082e-03,4.957913564393951478e-01
2.244289537864025685e-01,3.448496564373633010e-03,5.721730684702159841e-01
2.262896385939777988e-01,9.897458998627053917e-03,5.033500452148286231e-01
1.994716781262613758e-01,1.806138101916221136e-02,4.986501052867652328e-01
2.187964182131942048e-01,1.751995761453141801e-02,6.621905296314576361e-01
2.153145223857561297e-01,1.788336633880819107e-02,5.306920001874400050e-01
2.195220859098865607e-01,2.537193496844296001e-02,4.695144912152303673e-01
2.308776618717587048e-01,2.624092226574095688e-02,4.949730443775111066e-01
2.590651236683399472e-01,2.043024631773089975e-02,4.842084221771251196e-01
2.604203341905370062e-01,2.772791741028696882e-02,3.823622234413020515e-01
2.493768488572566666e-01,2.751804184969474862e-02,5.117571309939055180e-01
2.286911836655385888e-01,3.434879474330654325e-02,4.265538998663978565e-01
2.240619951033041291e-01,3.888339009913614752e-02,5.730194223823167343e-01
2.380432349807967141e-01,4.196421766931766884e-02,5.090295640818761624e-01
2.493249183492293464e-01,4.324196483569959365e-02,4.824514902305421238e-01
2.183895475943286035e-01,4.581017450171492172e-02,5.020398747216829882e-01
2.262843645440971441e-01,5.258129136461157233e-02,5.179201141254773377e-01
2.030764163648135223e-01,5.377380268602456603e-02,4.798628407423636832e-01
1.882715198771467979e-01,6.045000505288457282e-02,5.079770520912999521e-01
2.513204813248450242e-01,7.512995684286827291e-02,5.370943246648656189e-01
2.328846953052505497e-01,7.472416714289278894e-02,5.401227455973717229e-01
2.709442742690330586e-01,7.735076790334899366e-02,5.960576325427930922e-01
2.511659738700495192e-01,7.942485050369472999e-02,5.805659899725568174e-01
2.804529885858612070e-01,7.346734156692193152e-02,5.022898667541773055e-01
2.782703091069723689e-01,7.758808951816141553e-02,4.185959062331404135e-01
2.816910780610111797e-01,8.084650078578944910e-02,5.658949532353839684e-01
3.329426800196654823e-01,7.722057038619928315e-02,5.453908331362067319e-01
3.475002275305937305e-01,7.904705331387308631e-02,6.058799256699727298e-01
3.342830782375352250e-01,7.487625397549473039e-02,6.488884512613189992e-01
3.166755237364447528e-01,7.311038565655229859e-02,6.332713410378482122e-01
2.978262462028163360e-01,6.899050378589521859e-02,5.695452092139072775e-01
3.374568552451979175e-01,6.389906197226946638e-02,6.949105272576127090e-01
3.622195433247598628e-01,6.286479581979516340e-02,6.567659057928615374e-01
3.475766129395964077e-01,5.920040877331480406e-02,6.466701054298737983e-01
3.501088644406168959e-01,6.032150156343815683e-02,5.821826887892443958e-01
3.984140747657700099e-01,5.765899431900859545e-02,5.390199620454716456e-01
4.015988852386905283e-01,6.558416140880259093e-02,5.844827818150676313e-01
3.921172269235750907e-01,6.320951679723885164e-02,5.611538900074605207e-01
4.452968372872767033e-01,6.008063941795313556e-02,6.136245072122664679e-01
4.524965758308252539e-01,6.055968813720728761e-02,6.003543661072170412e-01
4.593891317504665284e-01,6.102134514198151449e-02,5.871290364390286953e-01
4.982335946295405882e-01,5.651355686607963114e-02,5.728243996918845893e-01
5.405400979906634928e-01,5.202380769800052374e-02,6.304039144691429009e-01
5.733238060173713180e-01,4.883101244199945096e-02,6.643005587995073347e-01
5.542522134566094660e-01,4.339953171654250402e-02,5.386808291255009706e-01
5.346192561215474814e-01,4.091913683545958524e-02,5.401159894227395286e-01
5.203790942774334516e-01,4.398767215375827544e-02,5.911944931191718267e-01
5.303449484108329059e-01,4.146664322196304958e-02,5.777527475249905065e-01
5.083244911903581631e-01,4.622745464116747444e-02,5.887444498806634341e-01
5.264527520139856698e-01,4.680949404553810811e-02,6.387005179126186150e-01
4.986257470615908516e-01,4.586450631663792354e-02,5.531140922105499680e-01
4.949104018890836953e-01,3.950048864752951638e-02,6.035435301360659865e-01
4.938701804799223716e-01,2.884708205837272985e-02,5.845040620727093295e-01
5.116430454329029542e-01,3.182879724218806022e-02,5.038461715696959109e-01
4.827318157419569489e-01,3.559167807487680774e-02,5.274663529346829138e-01
4.838331579144773964e-01,3.556862102238476930e-02,4.558637951728186088e-01
5.192525007105682766e-01,3.916514373897933554e-02,4.848734310996926089e-01
5.400192029983210684e-01,4.656161116445973330e-02,4.909444169611740794e-01
4.973762473458151478e-01,5.305052087377839370e-02,4.505540852786661943e-01
5.195946433719537128e-01,5.240613637647152656e-02,4.487292108163317139e-01
5.536923212846924791e-01,5.289758274052469567e-02,5.014277386284603510e-01
5.321359542843778767e-01,6.275155658684812565e-02,4.469536627908297644e-01
4.877823186831167779e-01,6.471635107215402416e-02,3.787530707483567904e-01
4.716326418080309391e-01,5.769285148556439757e-02,3.710391361506201746e-01
4.842659102541410632e-01,4.871621502682358523e-02,4.066639654214385668e-01
4.309184373225014020e-01,4.759627965257627602e-02,4.187745296094314562e-01
4.286089658346670106e-01,5.048630216845416407e-02,4.190339606352538326e-01
4.757971651899229881e-01,4.477661295719831402e-02,3.825589531325283565e-01
4.590050218634039725e-01,4.572921890712620258e-02,3.649334759482142920e-01
4.732656042725130185e-01,3.498659844952645842e-02,2.806664154194229432e-01
4.911183791443980984e-01,2.792837814592574394e-02,3.255292390756258647e-01
4.806669377260762710e-01,1.933108412485888897e-02,2.506526941428590671e-01
4.239183181702464442e-01,2.237836667563586346e-02,3.492343977264701360e-01
4.365978442669680715e-01,1.783893973990570425e-02,2.905088178630411133e-01
4.377469472073634016e-01,1.232224644531284413e-02,3.390146599170811847e-01
4.666602343144469200e-01,4.020661121199913847e-03,3.288198572527861741e-01
4.390238789449407153e-01,2.352003999481501115e-03,3.827539303704058926e-01
4.658813707910371971e-01,0.000000000000000000e+00,3.872210572450649479e-01
4.827766428313342018e-01,5.606895126202601082e-03,3.899908637501923181e-01
4.753095518333235181e-01,8.250526803583280860e-03,3.830966098195476843e-01
4.921176587014071679e-01,6.735979368258684409e-03,3.462522401866647281e-01
4.723583046714708300e-01,1.225570439922524756e-02,4.086075206199706877e-01
5.046262282163817003e-01,8.561165348860075297e-03,4.413590291982890101e-01
5.265851322223463749e-01,9.686748029043514355e-03,4.668786818777163061e-01
5.498627750016278348e-01,1.530820339236095215e-02,5.137082242820811828e-01
5.583718733638003417e-01,1.581726396503799550e-02,4.973155395235526743e-01
5.524061796834335292e-01,1.958315975723373681e-02,5.744521191730040943e-01
5.204376800830142757e-01,2.948642785129141491e-02,5.230882537770451535e-01
5.326164236702777277e-01,3.688297290679919821e-02,4.718498690734783119e-01
5.482785710813181668e-01,4.452214648148443421e-02,4.841253129555184720e-01
5.612856823738966439e-01,5.051502710056930689e-02,5.544564219937815341e-01
5.563286408773658875e-01,5.376272609668911184e-02,6.398242296120619788e-01
5.976309532942480907e-01,5.476850132891056960e-02,6.453486744635834604e-01
5.661095542439175121e-01,5.775880617127659294e-02,6.226488745497918975e-01
5.914026001523616793e-01,5.818288945580057936e-02,6.837128374988264978e-01
5.948972422983775932e-01,6.003915622312368250e-02,6.252137664661794325e-01
5.801812384694797764e-01,7.075951260522223007e-02,6.143882194136619512e-01
5.326846971498613303e-01,8.326573825206241841e-02,6.794460762085835492e-01
5.058027048160559369e-01,8.220358044772260731e-02,6.800849563116188046e-01
4.945929664857871000e-01,7.779695873356842761e-02,7.222015717933851775e-01
4.852817810144307020e-01,8.041872075550685062e-02,7.960886025229033658e-01
5.192828029212978036e-01,8.061800858049100738e-02,7.807008029940201155e-01
5.748154106773240013e-01,8.120556332231478047e-02,8.041906901584813250e-01
5.648050131718986844e-01,8.263873001235456928e-02,8.015113982421718797e-01
6.024529999556660353e-01,8.333284696828519023e-02,8.100686416697505665e-01
5.728510832354187787e-01,8.988738981194915878e-02,7.643989315107965199e-01
5.667577814417259496e-01,9.419027069942276231e-02,7.423928126776359049e-01
5.829498211076379333e-01,1.012463259458761811e-01,6.025605376471370178e-01
6.054822075400987380e-01,1.032974593010149711e-01,6.246314312940370872e-01
5.893530364010439726e-01,1.052238260171956125e-01,6.340852396369458521e-01
5.486423890095701861e-01,1.072350395249952459e-01,5.625804915227194947e-01
4.932887800350533314e-01,1.188244765966520455e-01,5.607057189597338676e-01
4.476752848556035391e-01,1.204730006487693128e-01,6.375715799772644354e-01
4.322489348185563629e-01,1.260873649043108002e-01,6.411759231874216702e-01
4.482340635912232529e-01,1.235745764318841033e-01,5.710263950039717873e-01
4.821430326209571460e-01,1.208316774922125608e-01,5.549253192832938053e-01
4.876522899313691095e-01,1.191775004301174334e-01,6.475872101838012762e-01
5.370397104661662757e-01,1.255994080191447926e-01,7.137319130975661174e-01
5.096972728760191806e-01,1.238046077805564082e-01,5.969176758169940644e-01
4.936002199945028202e-01,1.303099159160792664e-01,7.152097259486195346e-01
5.197598572440640385e-01,1.351999976918838442e-01,6.788076307995088987e-01
5.201429621941557890e-01,1.366673263989570952e-01,7.449558559467640562e-01
4.885962123639527310e-01,1.394331908858821023e-01,7.486590242506626636e-01
4.217546313134430958e-01,1.407594601486602537e-01,6.653874868466115311e-01
4.252147569079984257e-01,1.431809301751656160e-01,7.422133774528326677e-01
4.151261784274341560e-01,1.583048246846294471e-01,8.116981598413450794e-01
4.161649570872917314e-01,1.684857868918382962e-01,8.362267964110932095e-01
3.727693380801034295e-01,1.618277150106642026e-01,8.421368129388053791e-01
4.020476296408482808e-01,1.641857523498546911e-01,8.373157002042063146e-01
4.198331277775397274e-01,1.670384333916645758e-01,7.942707504778604433e-01
4.167952248839790763e-01,1.761151972976422730e-01,7.792681318916756528e-01
3.682213571768164218e-01,1.806117251451613559e-01,6.666124518685185851e-01
3.612621778936829786e-01,1.832380266909557909e-01,6.588792108305958628e-01
3.995940983332271768e-01,1.803714771593077359e-01,7.226049972965064017e-01
4.211507763555653594e-01,1.857810492537537161e-01,8.002034095241505884e-01
3.936777090395479073e-01,1.972913199439235155e-01,7.420959755911272770e-01
4.079589110927616669e-01,1.939732034344739675e-01,7.424484285129295813e-01
4.466969529221770374e-01,1.904572422042417612e-01,7.829476976559732737e-01
4.694294361769104640e-01,1.977342950643776187e-01,7.644696403740164348e-01
4.577684206789601751e-01,2.064658419967877467e-01,6.281649218535586554e-01
4.242467346113482085e-01,2.123864491156251533e-01,6.882049383894097705e-01
4.295048085241166547e-01,2.143991377589486713e-01,7.259827008293930906e-01
4.233108003388227347e-01,2.255010797523241406e-01,7.895716292283698756e-01
4.569069847907881177e-01,2.299360447861663603e-01,7.823464724379961543e-01
4.058876800750418345e-01,2.299913476571290583e-01,6.904666541570412264e-01
3.593554750089423266e-01,2.329903715186342206e-01,6.780531425937827983e-01
4.427313135893910512e-01,2.318783925086876918e-01,5.681310589737980088e-01
4.642084245858311697e-01,2.270281424366125123e-01,6.023121325542571958e-01
4.992718656838693314e-01,2.347849952778758298e-01,7.040260722449934727e-01
5.400464654973997636e-01,2.348078918282250349e-01,6.232211090356195582e-01
5.072708089080152360e-01,2.241992826079531043e-01,5.577810596010102095e-01
4.721608577052232580e-01,2.191592087039152259e-01,5.748800971182691510e-01
5.124220383253204059e-01,2.210371334393581855e-01,6.495804848030193313e-01
4.767319937805258867e-01,2.169275086150589116e-01,6.609873525274693185e-01
5.003526601025715115e-01,2.216050516794821346e-01,6.865756279179084931e-01
4.926155870798279435e-01,2.231574106948771563e-01,6.672138860239200664e-01
4.694792706979342700e-01,2.225687149132649922e-01,6.926926315153877356e-01
4.171400765550812295e-01,2.113163527749561121e-01,7.263625144870523576e-01
4.364781583854024372e-01,2.103134644740063952e-01,8.398892436745996060e-01
4.483284829964598317e-01,2.120894304117930396e-01,8.513568024590716377e-01
4.514838033102692716e-01,2.102758976402140934e-01,8.027252066850825152e-01
4.397958134806859154e-01,2.040389892919551307e-01,8.464125380593389147e-01
3.952476619928853019e-01,2.087389927193439298e-01,8.783380347342356620e-01
4.153756621244744651e-01,2.123390134869393153e-01,1.000000000000000000e+00
3.790446733199896445e-01,2.155814949068717012e-01,8.849880143188973980e-01
4.098005420432324630e-01,2.181130859871769356e-01,8.659215802066173584e-01
3.789963174919986355e-01,2.148553465060852596e-01,8.588606581742964652e-01
3.729720214151417412e-01,2.222982345233483481e-01,8.637285047772931268e-01
3.711673675524774230e-01,2.215095105945269482e-01,7.860149145061015030e-01
3.962687188736474520e-01,2.209511916653947305e-01,8.212166001573880658e-01
4.255021992007166354e-01,2.273784620324311445e-01,8.850487880492642345e-01
4.359204584303362773e-01,2.323006337007886835e-01,8.008209292287921111e-01
4.172956512980337540e-01,2.410519139064412619e-01,7.967011648738914209e-01
4.381462059131182585e-01,2.406340750038344356e-01,7.489808204542488523e-01
4.048673195983125139e-01,2.450734352070855493e-01,7.879819363328924853e-01
4.309565457872993055e-01,2.452157160743212716e-01,7.286748717413384924e-01
4.609767562606959523e-01,2.465304648498123641e-01,7.432750365987319530e-01
4.352489787756862460e-01,2.432527345622545467e-01,6.485044621270605880e-01
4.670946851766750729e-01,2.432283824415772400e-01,7.789319496636025741e-01
4.472157479573783956e-01,2.421961645528912244e-01,8.416311140902972276e-01
4.137545837987320341e-01,2.372100938592915931e-01,8.799968171997819555e-01
4.356122525362439157e-01,2.358965329734137584e-01,9.740282838428817591e-01
4.649736200488939764e-01,2.249145634668686944e-01,9.159488874529474467e-01
4.460817486292708023e-01,2.187007887769769898e-01,9.161540020361390591e-01
3.982898252481068546e-01,2.134115233068743234e-01,8.583749301763017314e-01
3.288244407735096408e-01,2.090667621955184241e-01,8.032558883140087369e-01
3.818807743608230165e-01,1.973539823144418726e-01,8.547939218942560702e-01
3.754589916893328327e-01,1.817722086886576494e-01,8.206914877261716201e-01
3.907263261402240118e-01,1.813056336360365228e-01,8.589850871509013830e-01
4.332562027468103150e-01,1.793649590480990430e-01,8.139558855827984107e-01
4.122537916510267686e-01,1.810172410914544228e-01,7.473470315837963396e-01
3.632702552725653455e-01,1.848103471841977818e-01,7.426881030771949055e-01
3.606099935205981377e-01,1.826607944251679438e-01,7.933467559787719114e-01
3.592662962335079757e-01,1.796506779350734440e-01,8.323017043384929314e-01
3.627920185192990421e-01,1.797424586773691824e-01,7.639868387113720738e-01
3.469572927926483086e-01,1.743991467625305158e-01,7.534672329033598182e-01
3.475741123458138127e-01,1.718009651983110897e-01,6.123745402988844955e-01
2.800316049101077565e-01,1.734914947981400224e-01,6.632233551901406399e-01
2.697405946197714566e-01,1.729724298608971977e-01,7.512210434908209722e-01
2.551705487421009888e-01,1.701793999273545910e-01,6.996030431021608154e-01
2.391138603554289199e-01,1.680190319425070022e-01,8.374304475216430843e-01
2.468365413521196039e-01,1.627479336517149155e-01,8.031618910655807797e-01
2.232539125082630693e-01,1.612489824918017234e-01,7.658994438053342568e-01
1.825835707095529725e-01,1.591471318941936886e-01,8.872350630266216953e-01
1.508209278489655025e-01,1.574653686341711267e-01,8.677404815649907288e-01
1.529841149791166255e-01,1.543395478354984141e-01,8.299808874847531825e-01
1.482473173945369205e-01,1.449284042568779740e-01,8.842970737604455289e-01
1.399812115562940329e-01,1.474437099652761152e-01,8.336188957919403730e-01
1.211527241895003493e-01,1.322505413408950337e-01,7.505091599727070628e-01
1.475991774836815373e-01,1.218510450313919913e-01,7.916735054777434000e-01
1.931763761080549369e-01,1.162790638072823540e-01,7.298073699342654264e-01
1.366988144397562055e-01,1.205659031864157044e-01,7.794079998713512314e-01
1.203999315155340061e-01,1.255559584586674327e-01,7.408689609448294577e-01
1.178167125445774843e-01,1.187692696870377290e-01,7.513634686082217851e-01
1.010387366787031116e-01,1.078244538443446088e-01,7.477924061569900527e-01
6.190723546111565057e-02,1.082572636217791762e-01,7.184955925494693751e-01
5.374224357100308713e-02,1.093403132888798174e-01,7.647952768953365510e-01
2.844827109269570248e-02,1.060238750340041503e-01,7.062354887377226831e-01
0.000000000000000000e+00,1.092776161087610776e-01,7.553437409417765869e-01
1.069574882498737847e-02,1.107836706187464298e-01,8.034363354653278888e-01
4.491512905189616600e-02,1.130240159661522747e-01,8.538122260023635057e-01
5.503383488293944747e-02,1.163001339075309115e-01,9.029227982667934471e-01
8.280040914634674565e-02,1.168046208520998192e-01,8.358186436780896678e-01
5.862496815501393871e-02,1.172635815550864963e-01,9.001834334680881566e-01
7.592051719022155365e-02,1.173909184747682077e-01,8.827699097490235847e-01
