ar0,ar1,ar2,ar3,ar4
6.864022404013770950e-01,-1.403755671411737627e+00,-1.548002663207409091e+00,-1.562461231814297469e-01,9.495269842628588641e-01
-2.110896264153428792e+00,1.476526306791460463e+00,-4.818834101128681158e-01,-5.313228221778447669e-01,8.287110931599284136e-01
2.643826066543877862e-01,-6.802313941284405807e-01,7.920360190357750296e-01,-2.805362685115140864e-01,2.100547136474186338e+00
-6.062431472473904792e-01,1.136192476756370251e+00,2.423199035127717171e-01,-2.170319344794253702e+00,2.893405935547958663e+00
-5.764577351341940714e-01,-7.910679808097281773e-01,1.396337944518369012e+00,-2.095538329386763543e+00,1.476707461721945558e+00
-5.243494733292958232e-01,1.192048193589021476e+00,-8.850210620433744957e-01,1.516136251510979971e-01,9.787317706727681754e-01
5.029718504613146096e-02,3.155411309993860769e-02,8.054290208291603470e-01,-3.942286781146198682e-01,5.399058786028365642e-01
4.463299626665910291e-01,-5.629104485548410697e-01,-1.346627207201772369e-01,-6.424774440319434010e-01,-5.770721893167020111e-01
2.679267423268588688e-01,-2.593248173138246182e-01,1.313049278064961634e+00,-2.033978331780828819e-01,-2.545722613566187675e+00
-1.113861641059601171e+00,6.617792340400040496e-01,-1.480435804061634553e+00,1.020960216140059940e+00,-3.281975231100595192e+00
-1.080758627660685756e+00,-1.070988164614492977e+00,1.339373662761904393e+00,-9.507528458096931034e-02,-3.141084488993381552e+00
-1.461363799454150902e-01,-7.053306350915766743e-02,-1.151540988275465471e+00,-9.108916585696884560e-01,-2.302858798840449861e+00
-1.213091399814144600e+00,-3.729359822908727140e-01,9.570431715709215581e-01,-6.788771427850590623e-01,-1.224554457544385411e+00
1.498235106362099334e+00,-4.527403349596842430e-02,9.452211757942552417e-02,-1.279652786782375928e+00,-8.647632563812597262e-01
-1.047029824374325235e+00,3.232856605084473700e-01,-9.766855839584773769e-01,-1.439886270112008759e+00,-2.600458632267562020e+00
2.104703531132215769e-03,-2.197490373783554940e+00,-1.872605764869810785e-01,8.171554123645224932e-02,-1.534538103879604654e+00
-1.633017739868972973e-01,3.780043121968650333e+00,-2.465947463397121897e+00,-8.803270618890820520e-01,-2.470525940649905827e+00
1.814874247531776952e+00,-2.466865662356443778e+00,8.893925054012410403e-01,-5.347070131442446250e-01,-3.623987878056434297e+00
-1.708354087259417731e-01,2.716041496083386075e+00,1.007519001476724130e+00,-3.438327121358067395e-02,-2.835949867805032110e+00
4.869293345166478271e-02,-2.427273443102649697e+00,7.106396075142102919e-01,-3.069016852921725991e-01,-2.536137025836570746e+00
-1.449325683066958304e+00,2.584382377166390299e+00,-6.745401745232758595e-01,2.924777271254702660e-02,-3.769063654683629139e+00
-3.683208350599544434e-01,-2.158783560008032065e+00,7.267079371515797748e-01,-5.746834736297697921e-01,-3.691855254139522646e+00
-1.292790375164977190e+00,9.532209191542488913e-01,8.040423067017821168e-01,-1.235426688853945132e+00,-2.994393873450293952e+00
-6.823031876635997639e-01,-6.960016437428908631e-01,2.067605835746355591e-01,-2.737245234521879844e+00,-3.749016693678437040e+00
9.958618646214288661e-02,7.863905179055634687e-01,-5.545441449317585203e-01,-1.574861713567543564e+00,-2.683863424229656403e+00
1.016462575999159457e+00,1.598872337468520977e-01,1.221864313285837556e-01,2.617797533082935058e-01,-1.469062199941819635e+00
1.237690102102005779e-01,-2.272004059516504193e-01,2.191313407505679212e-01,-1.123803328125172030e+00,8.581576140409281628e-01
-8.561593763928019296e-01,-1.335646388061482170e+00,1.465964204220359335e+00,-1.697734617167951265e+00,1.148514232047041173e+00
-1.258802034855378338e+00,1.970425849811719976e+00,-1.248866448926846173e+00,-1.199950512721043583e-01,1.869827269491137312e+00
-1.616774883294491927e+00,-2.514322497326569650e+00,1.022353525329219304e+00,-1.983295707725402535e+00,1.328123736397110344e+00
-7.184194493668464299e-01,8.081245415133397891e-01,-7.408937498497463192e-01,-1.026407029199013277e+00,1.324331897374290579e+00
1.032976971249129766e-01,-8.005290347880695823e-01,7.180517226862866975e-01,-8.969028979303439453e-01,5.707026250419028335e-01
5.757204886948433797e-01,9.116510036711259479e-01,6.656331279428151504e-01,-1.011972000180172859e+00,1.468165593456617568e+00
-1.138984031398750707e+00,-9.360375920589518728e-01,-2.145531903044721744e+00,2.179631220171825978e-01,6.991343282264357306e-01
-8.731735008199106307e-01,1.375822049775827782e+00,2.279626715499337153e-01,-4.450774393674640228e-01,2.052452342597249402e+00
2.763677706511733501e-01,-2.004740512664163976e+00,9.371312367904223173e-01,-6.395243011878826156e-02,6.770264331923092627e-01
1.208790948217081995e+00,1.500881954859184297e+00,-2.428093722263753307e+00,-6.666682129668011214e-01,1.357842832076684214e+00
-1.260818306395070088e-01,-4.710019228908784994e-01,1.426634715078013427e+00,-4.364251469162853114e-01,1.875422723432103034e+00
-7.518237316986561281e-01,-8.244858573015449998e-01,1.321345876775509964e+00,3.988462563420297480e-02,3.259331645126723132e+00
2.923741960603897239e-01,7.725466039723634104e-01,-1.433647361673752840e+00,2.251524885370833895e-01,4.057014201564051348e+00
-1.314249629184574553e-01,-2.486879150885179524e+00,1.201496073093627937e+00,1.333856107219230647e-01,2.949080241910408073e+00
3.228696606844526085e-01,2.395821665816178392e+00,-4.683357968057377807e-02,-1.095025654344737864e+00,3.909116371601951911e+00
-8.483420226876142722e-01,-2.922902027347666909e+00,1.815052424707578327e+00,5.491822229416634116e-01,3.597746854167216846e+00
9.472962516382273934e-01,3.370140984252603111e+00,1.455583793681147764e-01,-1.003083524941597471e+00,3.953873956893866559e+00
-7.309658797269319441e-01,-4.683181584096438144e+00,-6.354597778357856663e-01,-1.337445931054922266e+00,4.551894032978445637e+00
-1.623398059625060785e+00,3.903012159720971486e+00,-8.799857329055404964e-01,-2.384253861663910179e+00,3.425174602886991604e+00
-4.956612553126084619e-01,-4.217714270593091896e+00,-1.192723924499121235e+00,-1.082499061388694894e+00,1.187700460958481807e+00
-7.730560302484349444e-01,4.445073586528227594e+00,9.108048200904811376e-02,-8.284239303669775900e-01,9.883168141108215066e-01
-5.691047631387035066e-01,-2.664959211962550256e+00,1.695831938637941905e+00,1.064675570731201115e-01,6.965324365598599687e-01
1.975322630646619282e-01,2.540709132632581024e+00,4.389582933471436466e-02,-1.032692083260009774e-01,1.168492407688668910e+00
-3.577252268814365976e-01,-1.959273211884439592e+00,-8.353709616980766750e-01,-1.019365223659369102e+00,1.708639299477170415e+00
6.590723099491104797e-01,4.318836363330896155e+00,-6.280671851206314216e-01,-3.491170341152851631e-01,2.373523792732027626e+00
-5.370738640309146161e-01,-6.924716500162420019e+00,9.766881213255362848e-04,-1.671020917111191717e-01,3.577988105542341479e+00
-8.493533750654924663e-01,6.230083180852667546e+00,4.898899018670692107e-01,1.766851754830990995e+00,3.101119590747244192e+00
-3.660233425914043437e-01,-4.641438507068899710e+00,-1.980686111202685784e-01,7.860898337630055632e-01,3.769339018178130107e+00
4.581916092338291779e-01,3.695648180450159526e+00,1.347254147855451611e+00,-8.847494369805974923e-01,2.618280029657669594e+00
6.160705133797278465e-01,-3.829085573619314786e+00,-9.405769171588149735e-01,1.855846138128323108e+00,5.218532042494608447e+00
6.518387064495595462e-01,2.898409865058682477e+00,-1.349506521346456545e+00,4.795478690751279194e-01,5.201023086847908594e+00
-1.669311521666888912e-02,-2.296483576923723291e+00,-2.348086228981579038e-01,1.004614452572096112e-01,4.811127098855007667e+00
1.891957094072932444e-01,1.650051118430798880e+00,3.412955578509432319e-01,1.689585005345401791e+00,4.982986386171387672e+00
-8.898094644308739420e-01,7.900735526371056583e-01,-7.177252660023749620e-01,-1.111378031502437747e+00,3.729506589896157021e+00
8.492715754200064193e-01,-1.260645794064209291e+00,1.760035540283209299e+00,-2.913351257321979970e-01,3.025520292813590029e+00
1.390424689373450651e+00,7.758734025488843722e-01,-1.725105880985173146e+00,-2.428660686763286503e+00,4.023411563557077741e-01
-7.447766664411248350e-01,-4.802891437707401678e-02,2.254249432557868249e-01,-2.423710694390975640e+00,2.211969788019238214e-01
2.716969477661652643e-01,-1.932038696631732388e-01,-3.947337284405795232e-01,-5.726249359691348850e-03,1.132224281664091947e+00
-9.038545455188004007e-01,-6.708480712672769686e-01,-1.137723521999791432e+00,2.387120848737913192e+00,-2.601013385288908353e-01
-1.400678350080695467e-01,5.697205393727575728e-01,1.929113420144825675e+00,-8.107983908909655035e-02,2.730498870964431779e-02
-5.914823073723027846e-01,-9.317959181144861436e-01,-7.727656706646121032e-01,-2.561477430708402059e-01,-6.809759648123074882e-01
8.267976254841029604e-01,6.051439216747339644e-01,-4.779352604566108331e-01,-2.159256047581947335e+00,1.162804280295564485e+00
-2.581941329764416218e-02,-4.382879332666264061e-01,7.993422238387832834e-01,-1.078285614969772155e+00,2.172606906308503838e+00
-1.640114492608630625e+00,1.103744107365193461e+00,-6.158723142336314238e-01,-5.808908887786281561e-01,2.873724275956885954e+00
-3.726768369412195026e-01,-1.745214541616898263e+00,1.878825753847951585e+00,3.148512623042873382e-01,3.767566180706881873e+00
1.098378958859016263e+00,9.164256487299393683e-01,2.249578010945391116e-01,2.586575562545904150e-01,2.696499509097857405e+00
-7.575398916948995476e-01,-6.865403012409260208e-01,2.071897016811674597e-01,9.987029856366071989e-01,1.585837317898754151e+00
5.365209157962607112e-01,-8.375053266675891450e-02,-1.829003794379068237e+00,7.797774345343635449e-01,1.125978685618684416e+00
-2.547086768598529338e-01,-2.625507643301427385e-01,1.671744302992739239e+00,2.193731080493244168e-02,3.480684130989666336e-01
8.187990256827061553e-02,3.742054599543507720e+00,-2.374179265665936178e+00,-1.159744895007061016e+00,-1.470001512294289991e+00
7.888398666527983716e-01,-2.167663995691544443e+00,1.355539029191043632e+00,4.916718393503963780e-01,-1.714862193249102829e+00
5.342197403926680632e-01,4.075747748453727226e+00,-3.440859150054768612e-01,9.111701436453871761e-01,-3.735889749796146297e-01
9.153653889657975551e-01,-3.423714515159347549e+00,-1.394785559570575761e-02,7.987226742129933665e-01,2.610488666780992784e+00
-4.441676749365918164e-01,3.589236382157061644e+00,1.455178692525724848e+00,-4.563183963055530978e-02,1.652026221445450638e+00
-1.272278294040244617e+00,-2.659644398601170856e+00,-9.321576232290122999e-01,-1.332194461810552344e+00,1.118441552926426219e+00
1.390507636767113642e+00,3.543815177202396249e+00,-6.521177313849538804e-01,8.348655152465617180e-01,2.944390575344445482e-01
5.334165979995524332e-01,-3.606637711680815706e+00,2.494490619977837165e-01,-5.857675289774183502e-02,1.817632682790806697e+00
-1.876149898008793393e+00,2.732718827334633449e+00,4.331623335489533932e-01,-5.363082822717724074e-01,1.403632336558480409e+00
1.121632696676717167e+00,-3.967804234143677888e+00,7.078121579770872973e-01,-1.143808827529035455e+00,1.208825389177930809e+00
-9.042238501559805020e-01,3.879157477903670603e+00,-7.806023251679780617e-02,-1.634709005748607780e+00,1.281545413006091705e+00
-1.724899227020276093e+00,-3.666584855170391233e+00,-1.150490508020078906e+00,-2.146600681098239427e+00,2.267432489415471153e+00
-6.919243946846351800e-01,2.993895762359113810e+00,-1.714864877027209467e+00,-1.697461866689536469e+00,3.614284418004632293e+00
5.593610994813127402e-01,-2.562631221201619791e+00,1.114602366998533878e-01,1.547614273179319655e-01,2.067848520124514700e+00
-5.330775711740970424e-01,3.204328136407764482e+00,-2.936635924957109456e-01,2.270808748725744231e+00,1.800035620308706452e-01
5.833337113772926186e-01,-2.336378410241396253e+00,-1.285388444770420691e+00,1.741757990348380192e+00,1.252861354220610846e+00
-4.875018497629921566e-01,1.756277928517874010e+00,6.017571908889506327e-01,1.100328563432274809e+00,2.243775372901192000e+00
2.160926381825529763e-01,-1.641324504373382398e+00,-1.327059915213831376e+00,-3.218341403625595842e-01,2.498945692311364208e+00
3.741416628694557711e-01,1.064919987984104477e+00,1.728588398635019452e+00,-2.120449844220716196e-01,1.808469197081089552e+00
-5.852685814096693084e-01,7.644090973072870110e-02,-2.248279958694765490e-01,1.227985781214404160e+00,2.633689440506358004e+00
2.154596807689586058e-01,1.571048851225471221e+00,2.543958373629940928e-01,2.825628094574845317e+00,1.377822297030736554e+00
-8.114001436878568452e-01,-4.050760430299018555e-01,1.671497556748688273e+00,-5.135429199180124860e-01,3.999813605772101210e-01
1.387621634183956176e-01,2.103739828943366419e+00,-9.674789081660725154e-01,-2.187398869813597546e+00,3.003581273484683400e-01
2.621168697107188472e-01,-2.754828691746395553e+00,-9.070070333094745196e-01,8.730388933008742525e-01,1.398828473100287795e+00
1.447708754080888172e+00,3.471975558046892729e+00,1.051874994395909368e+00,9.598664868711548337e-01,6.498257149739408156e-01
1.472828470511592380e+00,-3.362162593797834553e+00,-1.814529554889110941e+00,-1.721505598344275967e+00,6.861442621515723150e-02
3.074810281239567233e-01,2.911248621848443019e+00,-1.570903129427984046e-01,1.289083083424671594e+00,-2.020655435071828654e-01
-2.670783971416029745e-01,-4.822344924861631910e+00,-1.335058105339549162e+00,6.349704431166365293e-01,6.136287930289743286e-01
-3.437985126441721606e-01,5.138922582417349005e+00,4.284756508261874375e-01,-5.107295991097474674e-01,1.320752210410736094e-01
-1.159075435981922420e+00,-4.580062702839832411e+00,7.609757074725698178e-01,-2.071135098148431553e+00,1.771540789846540176e-02
-1.197432909925420841e+00,4.567704935585831016e+00,-2.181259192084165355e-01,-1.461133813616140475e+00,8.525262871116984567e-03
5.357939197359009587e-01,-4.244859885456072845e+00,5.228056400013241234e-01,1.039999286110043997e+00,-1.492446702752440180e+00
-5.686961287710114998e-01,3.431192926887361772e+00,9.009732389707758582e-01,-1.308619606270114422e-01,-1.800172745817381958e+00
2.835476440070362480e-01,-1.567274346638009241e+00,-1.701938902513334906e+00,-2.240909984938717903e-01,-2.288904999629016501e+00
-1.344765448430725652e+00,1.678642757643255656e+00,1.163736876747318627e+00,1.222840234103356849e+00,-1.597705343759602270e+00
-1.133871416526740727e+00,6.763090371251017086e-01,-5.107110832982143522e-01,2.521314434318301934e-01,-9.644752359971491273e-01
4.504389174834306231e-01,4.038252460745698214e-01,-6.838699854112646470e-01,-4.806893598732231987e-01,-8.553393546011270887e-01
7.741194493505193508e-01,-1.541022512867899152e+00,-2.556613520569818165e-01,-6.623480878609528943e-01,-5.608671674063884227e-01
-1.846189872504835794e+00,1.343383615797287600e+00,-3.620096916949434585e-01,4.710177522819594675e-02,-8.115412790113243346e-01
2.567972377831162500e-01,-2.876489919085432057e+00,2.534535080808062446e-01,-2.342703644973643529e-01,-2.461605209468721966e+00
9.923478074439640029e-01,2.868777759964867169e+00,-1.061565388452627268e+00,4.090115156856963807e-01,-2.218328567171572008e+00
5.567087055827124598e-01,-7.945197497983689239e-01,1.848880867207168543e-01,6.696070832229333858e-01,-3.336141546579024286e+00
-1.003576886935562351e+00,-1.651028094719870332e+00,6.954722995198393543e-01,2.672327990868292868e+00,-3.674454571614381493e+00
-1.332568922883578422e+00,2.076829610233083656e+00,2.084820333099503209e+00,7.989134498362027159e-02,-4.332394994067522376e+00
-1.144800637061883786e-01,-2.187509958734727089e+00,8.842148442051628310e-01,9.691361776037035192e-01,-4.108587668641218826e+00
2.157827368870894325e-01,2.211056755382937222e+00,9.201393379672098138e-01,1.167979249473704906e+00,-1.962992089473792001e+00
7.601333403641465924e-01,-3.176508334303790093e+00,2.155989522565195493e+00,2.534038328678620555e+00,-3.007560746001915586e+00
1.480297846800928633e-04,1.286927637188496121e+00,-1.524542079519440652e+00,5.382640130414139135e-01,-2.579149411632090771e+00
-1.014261666110562787e+00,-7.913029613198497847e-01,2.456883968768308890e-01,1.214059177693780495e-01,-8.698103846494031899e-02
-9.097816280052994919e-01,1.054988025923307760e+00,-8.159580802028064683e-01,1.631407236779283398e-01,1.085529089941632774e+00
1.167833037063725543e+00,-1.250022409540474388e+00,1.130274786904721107e-01,6.002873590002228976e-01,5.382938925395195362e-01
1.109745745149795626e+00,1.865314486936736404e+00,-1.679908104686682835e+00,1.046033897718391531e-01,-6.797131872429678090e-01
-1.185636965736645454e+00,-2.399177239677779738e+00,2.297266070293655815e+00,1.328533205145425722e+00,-3.817608282967551725e-01
8.414127706575910137e-01,2.844765790229979441e+00,-5.704965556396063286e-01,1.239774504080737083e+00,-1.153365309162708519e+00
4.952559580190418198e-01,-3.001360985458814135e+00,4.294518087729055633e-01,-4.938521107648443098e-01,-9.093542631601760906e-01
5.764364477986652080e-01,3.113750565772703816e+00,9.889166266196034449e-01,7.766273580436530710e-02,-1.521531182626345791e+00
-1.610041428866995528e+00,-3.617001358592669469e+00,2.399403405922500565e-01,2.774535761601183981e-01,-1.488610986604822273e+00
-1.702054141355518135e+00,3.356618691090083040e+00,1.269160679705620964e+00,8.927450942584488347e-01,-2.620090665804654328e+00
9.305661370570083024e-01,-2.280201715565670195e+00,-5.719143582746978316e-01,-2.543603370093058036e+00,-1.816161445912354511e+00
7.237408292544055266e-01,2.188357756259645459e+00,-9.221407342203115087e-01,-1.206532006076121988e-02,-2.937900759387146454e-01
-1.390093739831343100e+00,-2.018838778821722801e+00,1.489345306158625259e+00,1.094205399555412961e-01,-1.441947741007583161e+00
-9.896137598469126884e-01,2.588982748877945550e+00,-1.433058022655121500e-01,1.521432758191365586e+00,-2.497631552512555864e-01
2.402854106995050976e-01,-2.650192309263809332e+00,4.716958183118427073e-01,-6.452083089737195021e-01,2.427626889986065795e+00
-1.506320807140859364e+00,1.563728994653851512e+00,4.226980242861747006e-02,-2.365542377850763600e+00,3.168530490640411479e+00
4.835699562881157765e-01,-1.128234151175653510e+00,1.057384853634166344e+00,-1.445666208723836110e+00,2.275822237689989702e+00
3.069136808413050477e-01,-4.848155895098960055e-01,-5.606942756839407016e-01,6.186532161583464529e-01,2.354188995878722324e+00
-1.073938802393838321e+00,1.234900767249355047e-01,-3.575452473332613179e-02,1.793050032709865960e+00,6.071990061853163034e-01
-1.102071326185975808e+00,6.556620046319258099e-01,9.466987674007896203e-01,-1.060181118115156362e+00,1.489533095382903349e-01
-3.440806224172807126e-02,-9.124083467311059348e-01,-4.969585531189015803e-01,2.347105491301738067e-01,-3.132531368124449322e-01
-4.876997474331383753e-01,1.832938209209846736e+00,-9.965036307348040800e-01,7.466592501228510592e-01,-7.422404165195573000e-01
-2.430928866032400493e-01,-2.195976852377504507e+00,7.133077630291534410e-02,6.079212225850330054e-01,-2.800427795834900202e+00
-2.507967395666908406e+00,2.094068493112345219e+00,-9.149652205675689043e-01,8.827880446146079141e-01,-1.460264485315203364e+00
4.035950586644906218e-02,-1.699320305815035681e+00,5.713433650835277877e-01,5.825196436332586991e-01,4.510023865281986843e-02
2.480654802394468075e-02,2.165426771081841117e+00,4.042046571173583680e-01,-7.058262051712370644e-01,8.341634432263557164e-01
-2.321599987921703523e+00,-2.037821987712542082e+00,4.417177190359219963e-02,9.099412286470024425e-01,1.097385567824835650e+00
-9.838540559261328700e-02,9.724884599886322034e-01,-3.117311648939398161e-01,3.190112234220462417e-01,6.070290645725412437e-01
7.629627391614790533e-01,-1.400904523866353113e-01,-6.852396487601547515e-02,-2.338052383168474080e-01,1.022363709575466184e-01
3.575706878683376083e-02,3.573459479218761836e-01,-9.785138264956443344e-01,1.018297926484454052e+00,8.414755441300145744e-01
1.156691394183953170e+00,-1.217552796036391882e-01,1.456049091776959736e-01,4.548240004854188223e-01,2.730721675170364904e+00
3.484557227341598118e-01,-1.016251127064612847e+00,-1.029080206762154615e-01,-6.493641817318052123e-01,1.834729429254918109e+00
-2.544666449561927002e-01,1.580261333808474777e+00,2.486742915161547773e-01,-5.375473727425148507e-01,6.151147674615875527e-01
-1.702300106853942951e+00,-8.423377345710957309e-01,-2.100893785638029421e+00,2.658705796930493026e+00,7.767572925469323764e-01
-5.618240910798005805e-01,2.088194472738601259e+00,5.232149802065316768e-01,-4.044483971613616058e-01,1.264828710083170105e+00
2.779119465061258842e-01,-3.607255896242350435e+00,4.954754825975328791e-01,1.955857052975569221e-01,1.905487051290368328e+00
-1.245819822053643833e+00,2.131974361323211831e+00,9.974628341636693207e-01,1.148688560764168143e+00,-6.358431638212287407e-01
7.796485350035277095e-01,-8.051695315601323788e-01,1.815173851707358121e+00,4.662744020668335709e-01,4.784536425655538938e-02
5.289615274858037314e-02,4.444100287781151404e-01,1.044917875235265026e+00,4.722495787794361299e-01,-7.255088452450376701e-01
1.101356201981791294e+00,-7.140291641243665666e-01,1.858904159651357135e+00,-2.522696825221975025e-01,-1.013944353621956784e+00
6.921285468206697100e-01,5.849663339354441716e-01,4.565583410329652203e-01,-8.374242205177629961e-01,-1.052897700461844721e+00
-7.045909772275943395e-02,-3.103416762330191148e-01,-1.193266002543595716e+00,-2.697895169429885609e+00,-1.182876398184865563e+00
-2.384934228155400487e-02,-1.038956874972183808e+00,-1.156572340626719209e+00,-7.985754806213547496e-01,-2.236803719210848307e+00
1.253408128181810605e-02,3.161829221536016643e-01,-7.099091392774116160e-01,-6.248319284004295593e-01,-3.153935153509227263e+00
8.301023520596754190e-01,-1.129350507576394325e+00,7.136524761755136392e-02,-4.595581854113833797e-01,-3.729554664989020552e+00
1.338328939275993390e+00,-6.038682580032326275e-01,5.429704506455335089e-01,-2.243887761075934462e-01,-3.363812186375646274e+00
-9.878517196251243027e-01,6.993648295841371487e-01,7.395184481831921230e-01,-1.191080090941457753e-02,-4.020978429644895158e+00
7.939453536879100826e-01,-1.225311264412605849e+00,-6.513736450166254244e-01,-1.560323540575309531e+00,-3.843207703257768060e+00
8.736454503861584842e-02,-4.196177725888454724e-01,1.249820326686162053e+00,1.659160283743360997e+00,-4.667956546158879227e+00
5.439578935064651732e-01,-1.232369510372035126e+00,-9.463634656900601350e-01,9.403452605318938229e-01,-4.800796483168279671e+00
8.230214481451955666e-02,5.772533200819600641e-01,4.641186416301417150e-01,-6.047854564407029176e-02,-5.131821983599523129e+00
-2.050999880617289772e+00,1.170682807228515809e-01,-7.353263700685516158e-01,-1.847840467703556755e-01,-3.079519969026206727e+00
7.328417113071983291e-01,4.200796967064654996e-01,1.665355377951892868e-01,2.492691048906244156e+00,-2.135057959082169443e+00
9.053581238866447167e-01,-4.818933563082022919e-02,-4.080793318048836493e-01,-1.403118665969333989e-01,-1.919514465456261698e+00
-7.926631862475959078e-01,-1.209816417399889987e+00,-1.218480062269526321e-01,-1.503634010363612550e+00,-2.107923132872309147e+00
-8.701316212403574502e-02,2.007047150019515946e+00,9.900517957334196151e-01,-3.142204295180128781e-01,-3.396388399293668314e+00
1.487101623380037374e+00,-1.114628250959361910e+00,6.460670981817593361e-01,8.896063863592672538e-01,-3.600419658861869099e+00
6.466277806709331832e-01,9.039034422071949848e-01,9.207279870435178259e-02,-1.606974938920670448e+00,-4.563138956977825345e+00
-1.433825115326244071e-01,-1.253614407207730208e+00,3.858237796884971815e-01,-2.048939192491213923e+00,-5.269654188220369129e+00
-3.622757839787547618e-01,1.655646350622390628e-01,5.764007610170904794e-01,-7.500600897390922173e-01,-5.243398591368802819e+00
5.649738506252810488e-01,1.514836802877324695e+00,2.503783200810359988e-01,-1.049092236516236065e+00,-3.847799840883956435e+00
7.831719329845782118e-02,-4.726937760430280910e-01,9.441827750337171699e-01,1.148910237384898281e+00,-4.286140174321522167e+00
-4.037316420761787872e-01,8.845498562103918383e-01,-2.470189325652365930e+00,-2.473553813193922202e-01,-4.153179436955490189e+00
4.609889338565807959e-01,-1.404772406657657680e+00,-2.600449387133084711e-01,-2.609110845994321304e-01,-3.653406648416783753e+00
8.633973967146012507e-01,2.130388536428525548e+00,3.430501979387440836e-01,-1.453137802375494392e+00,-4.328509874329528273e+00
-1.842684318708064373e+00,-6.943902941700792475e-01,2.798375642163804522e-01,-1.809211585712078851e-01,-4.229309120471104855e+00
3.322030016205526071e-01,4.418477907315401243e-01,5.392134299267955511e-01,-1.109541025648431045e+00,-5.347286715300711535e+00
1.847718504750386903e-02,-1.511434616900528161e+00,1.827367588287533429e-01,4.945208059544576873e-01,-5.169242661224844326e+00
1.821032478920427522e+00,5.908621739873209933e-02,-2.502566363032855956e-01,-2.446833970442357786e-01,-4.201706806072664335e+00
-2.551379506627128313e-01,9.808693193534374632e-01,-2.104182941046708333e+00,-1.515518146619634576e+00,-3.871511616229138308e+00
-1.392703897721395689e+00,-8.151455546024845011e-01,9.615354059166378864e-01,-7.666401004945320174e-01,-2.105837882584538079e+00
1.024034513668265756e-01,2.425850742818017380e+00,1.076460505545485669e+00,-1.595811413750717778e+00,-6.532491990603448428e-01
-7.971510620449445694e-01,-3.651822442203468633e+00,-1.013047572078728420e+00,3.315775349808942618e-01,-8.666318769272292055e-01
